case,cores,makespan,added_copy_bytes,speedup,search_seconds,role
62,3,958567,2268672,2.9782049663716776,113.02676346339285,routed
62,4,722454,2603520,3.951544319776761,115.77781660109758,routed
62,5,579973,2746368,4.92231362494461,120.53028094768524,routed
63,1,1070397,0,1.0,0.0,prescribed_reference
63,2,536070,1049088,1.9967485589568525,36.34743285737932,routed
63,3,358763,1262592,2.9835769017429334,27.169222367927432,routed
63,4,270138,1420800,3.962408102525376,34.174472875893116,routed
63,5,218917,1539072,4.8895106364512575,32.70919984206557,routed
64,1,19116,0,1.0,0.0,prescribed_reference
64,2,14726,75590,1.2981121825342932,1.6120611000806093,routed
64,3,13455,66186,1.4207357859531773,3.0005087200552225,routed
64,4,10160,130956,1.881496062992126,5.3481895588338375,routed
64,5,11391,159314,1.6781669739267844,3.28034552000463,routed
65,1,53068,0,1.0,0.0,prescribed_reference
65,2,25517,13968,2.0797115648391267,2.0937529988586903,routed
65,3,17964,27936,2.9541304831885995,1.527837086468935,routed
65,4,13800,41904,3.8455072463768114,1.9549757447093725,routed
65,5,11212,55872,4.733143061006065,1.200159315019846,routed
66,1,359070,0,1.0,0.0,prescribed_reference
66,2,203504,1653418,1.764437062662159,25.544084621593356,routed
66,3,146357,2500738,2.4533845323421497,30.120429947972298,routed
66,4,116226,3806464,3.089412007640287,31.69840524531901,routed
66,5,106067,3979388,3.3853130568414302,37.07007556781173,routed
67,1,63834834,264449408,1.0,0.0,prescribed_reference
67,2,32040130,215994240,1.9923400435641179,46.13515216112137,routed
67,3,21255269,159238912,3.003247524178593,49.39602443575859,routed
67,4,16409509,226600576,3.8901123732587,48.00099867768586,routed
67,5,13461153,229484544,4.742152028136074,50.47060839086771,routed
68,1,362095,0,1.0,0.0,prescribed_reference
68,2,196346,1624576,1.8441679484175895,26.04256276600063,routed
68,3,180284,2355384,2.0084699696035146,27.720454862341285,routed
68,4,156990,2646854,2.3064844894579273,28.304974736645818,routed
68,5,158423,5510878,2.285621405982717,49.70437039062381,routed
69,1,25144,0,1.0,0.0,prescribed_reference
69,2,17661,179494,1.423701942132382,2.77284037694335,routed
69,3,16631,278084,1.511875413384643,1.932766506448388,routed
69,4,15620,361896,1.609731113956466,2.1977352555841208,routed
69,5,16803,355242,1.496399452478724,3.631953615695238,routed
70,1,117300,0,1.0,0.0,prescribed_reference
70,2,54493,129536,2.152570054869433,2.0028158593922853,routed
70,3,39333,259072,2.9822286629547707,1.7847362365573645,routed
70,4,30080,333312,3.8996010638297873,1.9000803772360086,routed
70,5,25374,449024,4.622842279498699,2.869774840772152,routed
71,1,18919,0,1.0,0.0,prescribed_reference
71,2,13765,173988,1.3744278968398111,1.6097426153719425,routed
71,3,12869,234308,1.47012199860129,1.5798202250152826,routed
71,4,11417,208904,1.6570903039327318,2.3540869653224945,routed
71,5,12234,253002,1.546427987575609,1.4356042332947254,routed
72,1,23897828,108613680,1.0,0.0,prescribed_reference
72,2,11836023,113724192,2.01907583315781,185.40809995308518,routed
72,3,7941294,120851232,3.009311580707124,196.28839059360325,routed
72,4,5965868,123071264,4.005758759664142,204.60210726968944,routed
72,5,4826156,77245216,4.951731357212656,232.02844540402293,routed
73,1,10081626,141570432,1.0,0.0,prescribed_reference
73,2,5294770,86179712,1.9040725092874666,14.754406366497278,routed
73,3,3805931,134138624,2.648925059335022,17.12612014822662,routed
