case,cores,our_makespan,external_makespan,makespan_reduction_cycles,makespan_reduction_pct,our_speedup,external_speedup,our_added_bytes,external_added_bytes,external_partition_added_bytes,external_spill_added_bytes,external_method,external_tasks,external_candidate_count,external_search_seconds,external_final_seconds
case_033,4,520489,443447,77042,14.801849798939074,3.4087098862800174,4.000920064855552,19507818,7214688,5279328,1935360,component_lpt,4,5,6.502067995006655,3.7984153510005854
case_033,5,445303,355102,90201,20.256095287927547,3.9842444358111218,4.996299654747086,19539018,7816320,6509184,1307136,component_lpt,5,5,7.192215954997664,3.2918849349989614
case_034,1,842996,842996,0,0.0,1.0,1.0,1079832,1079832,0,1079832,official_singlecore,1,1,3.6336992750002537,0.0
case_034,2,451139,418477,32662,7.239897237880121,1.8685948233249619,2.0144380694757418,9837932,2904064,2822144,81920,component_batches,17,5,6.330451005003852,0.0
case_034,3,339740,278067,61673,18.15299935244599,2.481297462765644,3.0316290678145914,12183994,2762240,2328576,433664,component_lpt,3,5,6.6253266260027885,5.729171016999317
case_034,4,274188,211953,62235,22.69792988752243,3.0745182137803257,3.9772779814392814,12211642,3052032,2994688,57344,component_lpt,4,5,7.869028719997004,3.7893432839991874
case_034,5,252888,171637,81251,32.12924298503685,3.3334756888424915,4.911505095055262,12190138,3667968,3618816,49152,component_lpt,5,5,7.168092403000628,3.4687638850009535
case_035,1,169571,169571,0,0.0,1.0,1.0,0,0,0,0,official_singlecore,1,1,2.7937987289988087,0.0
case_035,2,134660,95406,39254,29.15045299272241,1.2592529333135303,1.7773620107750037,2328824,0,0,0,component_lpt,2,7,15.133704689997103,0.0
case_035,3,125507,95424,30083,23.96918100185647,1.351087987124224,1.77702674379611,2368256,0,0,0,component_pipe_balance,3,8,21.500638523004454,0.0
case_035,4,125981,85446,40535,32.175486779752504,1.346004556242608,1.9845399433560378,2328824,1156872,1156872,0,window16_heft,149,8,21.623262015004002,0.0
case_035,5,126070,79391,46679,37.026255255017055,1.3450543348933133,2.135897016034563,2328824,1156872,1156872,0,window16_heft,149,8,17.814556641995296,0.0
case_036,1,931510,931510,0,0.0,1.0,1.0,0,0,0,0,official_singlecore,1,1,2.056809854002495,0.0
case_036,2,473570,466068,7502,1.5841375087104335,1.9669953755516607,1.998656848356892,366336,1152,1152,0,component_round_robin,2,3,1.722464097001648,1.1794479689997388
case_036,3,323419,311345,12074,3.7332376885711724,2.880195659500524,2.991890025534375,507264,2304,2304,0,component_round_robin,3,3,1.6031075149949174,0.7690870039987203
case_036,4,245909,233584,12325,5.0120166403019,3.788027278383467,3.987901568600589,507264,3456,3456,0,component_round_robin,4,3,1.5928244740061928,0.6530172160018992
