case,cores,q2_no_l2,q2_plan_l2,q3_plan_no_l2,q3_plan_l2,q3_plan_added,q3_plan_cache_ratio,graph_sha256,plan_sha256,evaluation_seconds
92,2,2017778,2013086,2017748,2013056,10740320,1.002330784637884,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,c8d8eccabcd59bd2dbc0ece7bbd4bdcddddff4636fdc83df04e771bc5dc724ba,5.111067599966191
92,3,1348585,1349050,1348713,1345074,21848256,1.002705427359387,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,be9093c1214d6cc3bceba07e2e65b7617bda7213c0a42e545dc20bae791a5a36,6.923738199984655
92,4,1018849,1013827,1015038,1005380,18267936,1.009606318009111,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,081039cf878679a8fc627837d4cd093aee4c9e0fdc39205ee728896904be789a,6.603937600040808
92,5,826308,807785,819013,801052,20375936,1.0224217653785272,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,03a7f76963c48d1806770728810a3a9dfc3946dfb592f28cf9897d30b609f381,6.8423982000676915
93,1,74205,74205,74205,74205,0,1.0,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,4adf08b30954139c59001036b4da46d5c350f7c5749f8889fa068577b5aadb38,0.06959129997994751
93,2,37827,37827,37827,37827,8192,1.0,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,a4ac0ac6c88c3400226c1bcaeb6a4713c246a07fdd6126c6c072bf85b419147f,0.06105729995761067
93,3,25103,25103,25103,25103,16384,1.0,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,192e6119d9a339e633dfcf116795c0a95125f3e65a7714908087f1ef24d7568d,0.05992320005316287
93,4,19779,19779,19779,19779,24576,1.0,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,367ed6d57d690a52cf1240b0c14e956b200ac6404afae91c9b90b9e09d2c9ad1,0.059865100076422095
93,5,15876,15876,15876,15876,32768,1.0,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,1ef2d818145b3f1f362756af88b9e0d8a60dfd1bbfa0c451974942543b52ef67,0.06872530002146959
94,1,94892,94892,94892,94892,0,1.0,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,31327749f59682cc9fb9dcd47995cc217c277a372b6a72d33032903ba56c38ac,0.07572920003440231
94,2,47498,47498,47498,47498,106272,1.0,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,ecb4c64f85687fa7e4064d718e56f4add1226d2b4c4a25df039c52829aaaaf2e,0.06062869995366782
94,3,32728,32728,32728,32728,212544,1.0,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,87c5a25254d0ebca32bba01943c1548b0e1693e1f9e1657de032c8193b158911,0.0661856000078842
94,4,24668,24668,24668,24668,318528,1.0,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,ffad5e3dadae4b72ae83786a48e507cdf2ac447199462fe7059b6f6bdda1f770,0.07073489995673299
94,5,21804,21282,21804,21282,424800,1.0245277699464337,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,6cdb896123a2f465ef2c922e033a37aeef2b717db483e1b3a1e6c4f7c6ecefbd,0.06088320002891123
95,1,2084853,2084853,2084853,2084853,0,1.0,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,ced999421ac154875d392b1953369f09dbeb2c2f92fa816820d4f797e1dd3884,1.2022660000948235
95,2,1042890,1042890,1042890,1042890,0,1.0,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,3927b3366c578720236ebe32f2e138f4572204ef32cb2aabbeb627e71984e189,1.0295914999442175
95,3,695775,695775,695775,695775,0,1.0,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,89d73ffbafbb3166aaa3c92701440c31dc3f2012ece2011ea17b41ebfd1868b2,0.8848805000307038
95,4,524422,524422,524422,524422,0,1.0,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,0e1d17c8be9b5190ca59655fedf4b36a25d1d878fed622a5f176be8e9d2e6395,0.7697022999636829
95,5,420852,420852,420852,420852,0,1.0,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,4fcbe8666d713465b0cd2f4d17706d108c650e118579c833e57aa4ffaa04885d,0.8417996000498533
96,1,84194,84194,84194,84194,0,1.0,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,27a0553484623870c985b92430303b88ee9fbedac73dd55d6f763ace1bd395d2,0.1355930999852717
96,2,42443,42426,42443,42426,346520,1.0004006976853816,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,f4e8799a50c23296a62d5b33b709ab8010344e253139d2e1e97600edcb07a11e,0.15647280006669462
96,3,30876,30876,30876,30876,123264,1.0,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,e1ee1327ace7d01549c368d4356e0377bf50eccd35d50c873c08eed996888ec7,0.11073650000616908
96,4,24217,24217,24217,24217,234168,1.0,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,96dbc5372b29923f575bc5b0a1b1e7dc7c89e4f464b501e029e6bbd4ca452dd6,0.14777650008909404
96,5,22137,21973,22137,21973,448896,1.0074637054566968,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,857a75c676c2594730ae54464194da42a916a4b0ca30622c479322d5e75f80d3,0.13607959996443242
97,1,11491509,11491509,11491509,11491509,10584064,1.0,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,6870d240f6c009c4debc04d95df8c193bb5e950a2d1e9474b8c1f5a83df04df0,2.4759185999864712
97,2,5153667,5153650,5153667,5153650,2490368,1.0000032986330076,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,8b7621deb860a347dedd00f3445a9b540b401a75ca51977b1d56318d62f55ad4,1.180897600017488
97,3,3444086,3444086,3444086,3444086,82444288,1.0,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,03a62902a92b8803050ce0a36280814098a19a570d52d95f064f4fe47bb55037,2.557061400031671
97,4,2622394,2622413,2622394,2622413,14221312,0.9999927547644097,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,c487a1bb6e76322c2a4c2789867640a73ed5ab2bfff9f2cb556a1212ce47f97f,1.5454741000430658
97,5,2102348,2102250,2102348,2102250,21311488,1.0000466167201807,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,81aec5410fc4da98097853ee3001023ba2b4673dcd7f23c1492dda62e1695650,1.919301199959591
98,1,177430,177430,177430,177430,0,1.0,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,21cae230b73bb9036a1b412890435d228f774fbd547c4a6db88a6204dec5c54d,0.11835540004540235
98,2,89620,89620,89620,89620,0,1.0,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,ba112afcc941e70784a649dd9ad6382bfba6cbe308e0251782271ee7ebf44539,0.1272023000055924
98,3,65476,65195,65476,65195,784240,1.0043101464836262,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,42864e8a766eb886ac1639fdbef7922af95356d06f2b6336ba568e5e2e6cb4a0,0.1701231999322772
98,4,53735,53405,53735,53405,961274,1.0061791967044285,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,c9255db1d2d680424c3580243dcd35589b7392ac04824389bd7f31f7dd677b73,0.19327270006760955
98,5,47355,45200,47355,45200,1166870,1.0476769911504424,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,7c85511b1e98f91ae1eeabf2206c7c63da4e442b5c83c00d96720cbb1c3b8132,0.2057901999214664
99,1,1622999,1618902,1622999,1618902,5484544,1.002530727616619,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,b828830aa8d610f075c3adba7874285e31ec9e7fbc1cbbd5cc77d56d668477cc,1.2080371000338346
99,2,807983,806886,807983,806886,5906432,1.0013595476932304,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,20f9021ac13f7cf7a5462e55659ddf13f8456d2a528c00720fcfdf56bd468c79,1.5983495999826118
99,3,540063,539170,540063,539170,6479872,1.0016562494204055,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,1e8d759161943440f4c5e8ee3bbe48e5d164e4f5bbabf9c8d2cbdb498726bed1,1.408138000057079
99,4,405336,403555,405336,403555,9838592,1.0044132770006566,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,b1bb65c6cecf5cf15d11042aabccb18446e1a2f44c0d1f9e90984aeba5f07796,1.236716300016269
99,5,332266,332266,332266,332266,7084052,1.0,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,6f5f744b2c939c4cdf5b3964c665c20eed8f074134ec92b0387abf18b4963b15,1.1932969999033958
100,1,151223,151223,151223,151223,0,1.0,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,f3ec5d77b463d7f83f226af99c6343b3021c804cf3d2b88142c661d52e4f7da9,0.14085620001424104
100,2,76850,76561,76850,76561,621700,1.003774767832186,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,99ed897118a3f55a2eaf0a3b76be554132f29ba367e8ff7d5e76d6cd9d2933de,0.1924471000675112
100,3,57811,57811,57811,57811,72192,1.0,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,ed6f0a00afdefe28244387bb194e7c04dc98dff1ac292be0b8d876b17faa5626,0.14819850004278123
100,4,49623,48347,49849,48102,1228630,1.036318656188932,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,6ea965f35805d7ecc57bcb915435769ac225c89c341f4d3482284d963fe4b2f0,0.1979060999583453
100,5,53383,48631,53225,48041,1580920,1.1079078287296267,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,b135cdc136571db4ef0eaa3b432f59251bc39a0f49bc3db5366ac8149b0bcdbf,0.19770980009343475
