case,cores,q2_no_l2,q2_plan_l2,q3_plan_no_l2,q3_plan_l2,q3_plan_added,q3_plan_cache_ratio,graph_sha256,plan_sha256,evaluation_seconds
46,4,71871,69926,76324,66914,2316064,1.140628269121559,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,ae65c9ca0309379791a174ed31cad722ffaf6aec5bcef03669d928a03e1d1230,0.1388635999755934
46,5,77698,71867,87214,69923,2920832,1.2472863006449952,1917fbb2bfe1141fd8dc4bdac6119dd44014df9a13eb18faa3e55f25bcc91659,bc706192324406f8556c29d0fb1622b398b594e6194602a2b8d74337c37246bb,0.21301609999500215
47,1,326508,326508,326508,326508,0,1.0,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,f7e1451d3131a66cc5afa7e72d3c97a91aed2d8c45f1d862e42f266e9478e13c,4.914598000003025
47,2,197413,197408,197413,197408,1264006,1.000025328254174,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,8ee59c175c22fb04531fe94f4cfd7fb27346cbdf34da2f373834ba1259e5e466,4.6923114999663085
47,3,156690,156593,156690,156593,1857324,1.0006194402048623,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,9bd8478b72b4a57dc5449fa587fb4099b142d81f75a3791eeee4bccf56d031bb,4.1531164000043646
47,4,143256,142699,143256,142699,2256146,1.0039033209763208,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,2e495a43ab0b50f4e639cacdb18813386faf037e0e505f475f93bd5c47be41fe,3.92932060000021
47,5,135565,134070,135565,134070,2575320,1.011150891325427,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,6da9b4e4b35ae8ea14b57cb19e7c34789d8b32cf17e5246c41ce1158a5a00c32,3.876416000071913
48,1,222220,222220,222220,222220,0,1.0,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,d32b77f9856f8edd942e118b95e1add14c4d2f74b57071e96654e1e5164d715a,0.2377436999231577
48,2,150049,150049,150049,150049,467846,1.0,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,d606c3cced82fcc7019510a067d6818cd1f87faa622dd0086d0f3b201ac0db49,0.2041355000110343
48,3,114626,114531,114626,114531,1177612,1.000829469750548,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,6556f82eeabed47004655c34f4921fd6d2ca8d08873127ec7164e2fd93ed52bf,0.27773199998773634
48,4,114384,114072,114384,114072,1270930,1.0027351146644226,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,498ecc86d3ac0c6317a704e79fe6f7743c0225f77d12ef0213ebc23fd9cd21f1,0.29229390004184097
48,5,101641,101570,101641,101570,1273560,1.0006990253027468,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,9d483b807079a1f09704ab089b4bd885f2902026af9f2ede498ed6040a898036,0.2913166000507772
49,1,196276,196276,196276,196276,0,1.0,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,2186478cd6f24e1941a013639c9a52be08c5349cdf117842cedcedee1ff4f6dc,0.7008959000231698
49,2,126174,126174,126174,126174,1027062,1.0,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,ac1b3d8eca6f2a225b4b34974b43bb970f4752fc0820a485b7efcb2f57ce2d90,0.9068566999631003
49,3,83711,83597,83711,83597,2408560,1.0013636852997116,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,e727be7b739475fc93767b4c85978bbb87bbbc0cbc4a1ea14179745b544f6aa2,1.0904800000134856
49,4,75814,75141,75814,75141,2607184,1.008956495122503,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,51e1454843fd5fa6487c12dd46102be9a692f470a30948fb96f0e947a2571321,0.9560916000045836
49,5,76846,74748,76846,74748,2907980,1.0280676406057687,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,bbf350cb3e4efb17cded59ee6449af6d5f960f887ad2903322921345aeef0799,0.9881102000363171
50,1,149690,149690,149690,149690,0,1.0,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,f13b23adc8986223c3ed16bd5199b6a24e63786f325ffabaacedaa6a1d3a2149,0.8355732000200078
50,2,87435,87422,87435,87422,1022694,1.0001487039875545,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,3622a496d3b3bbf029de639db8c39702c6540dfc583aa99f9fb9542bc01150a9,0.9569771999958903
50,3,60421,60008,60421,60008,1831624,1.0068824156779097,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,86241e235ab5a2fd209e26689177171cb0d2e54122eeed4565cfd40406383fc3,1.0449013001052663
50,4,57912,57018,58002,57012,2043408,1.0173647653125657,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,5eeb7ff1bf0a7b0771ec852bd7a3f93adc107a5b0c3f6576d3ed202cfe364a5a,1.220227099955082
50,5,57017,56411,57017,56411,1337182,1.0107425856659162,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,b5405882ef9218b764567c76dd931a330d807101a1873658b883054352b57472,0.9699002000270411
51,1,607628,607628,607628,607628,0,1.0,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,d2a74eed1ca12d1890a92f6146eeff44c75d533e1a44afdef3274970662eddd5,0.1635065000737086
51,2,319230,318398,319230,318398,394084,1.0026130817404633,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,8aaec299c9e6db04a8d849d0fa00dc549156115bc5644f075722cd539e1d842f,0.20327549998182803
51,3,228581,227941,228581,227941,328736,1.0028077441092214,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,8784b333cc8d4d0387768528d81c210051fff71d980e64442d4f88fd015d2e1b,0.19697219994850457
51,4,183794,179791,183794,179791,591064,1.0222647407267327,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,ccbc546cb3229797ed6515a20c76a8b5ee34be8950752891a28e3ce45eed6eff,0.22034640004858375
51,5,170016,167806,170016,167806,427456,1.0131699700845023,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,40c0b22c5d50e199d09ac6a0402616910ef3fd5fead530d55e29980b4259587f,0.2249314000364393
52,1,180301,180301,180301,180301,0,1.0,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,6b8c8232d352f6d96992aafb05307949def8c3395f86a8e75b0dae291f2ecf40,0.13762029993813485
52,2,90903,90903,90903,90903,102912,1.0,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,5c46a484920e7c6cbf37956acf5e75b456d7491b5c90c1a4de02747499f52d57,0.13875129993539304
52,3,60160,60160,60160,60160,181248,1.0,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,5aa2180e3c064f5e71fe0d45d30ef157c226f61d2091c32c89a57cf6f68e5c33,0.13391390000469983
52,4,45777,45777,45777,45777,254976,1.0,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,a69e213e39e775defdf7b516c206e6817a62f87718e2ba30db591753afc479fb,0.15784740005619824
52,5,37846,37846,37846,37846,333312,1.0,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,060c3acd7fe0c2ea89344a8418241a6e17dedcb0ec1e60ea2340db922a30e1dc,0.15343449998181313
53,1,1472686,1428109,1472686,1428109,5405536,1.0312140039730862,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc,e2bb9a691fab82cc8d387e8f4d9ef4bf8f24904673bd061b5b5dc897b003f67f,1.8489329000003636
53,2,723016,723023,723016,723023,4631434,0.999990318426938,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc,952ac6785cbcc48f6d1506c19d1132c8a15e432608b9394f245e4ce968457005,3.8901624999707565
53,3,495435,495119,495435,495119,6090084,1.0006382304052157,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc,41712a12ea9ecb7d0ddc6b5f1f11486238d6632f11d0bd3d378e3a5628055566,3.4787122999550775
53,4,394500,388744,394500,388744,8679750,1.0148066593953862,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc,1a56e65a625c2aad64d394d10eb49941a9cb88769925ef79787d95d6be2a69b8,3.530577400000766
53,5,357068,343404,357068,343404,9823040,1.0397898684930869,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc,16bf4493b0387603a4e1b98a8ae2cc79a01dd4470ca0f0c5105caf81da6e3d0d,3.287017999915406
54,1,815051,815051,815051,815051,0,1.0,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828,303a13c8a7504a734bd51ced21a3f240b1e1d0d0dd0176ce18e01c0cf16bce7c,6.016185200074688
54,2,465795,465795,465795,465795,2620302,1.0,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828,c84ee809390ce005d8861e6b28b71c543df8bc34174b1031c1578a111f3205f3,5.985251899925061
54,3,359793,359773,359793,359773,4112418,1.0000555906085227,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828,1b7c030d5bdd720c16c1b10a6987ab66c7c6e36c2d9ed6bd93b5f2f11b248418,5.900818399968557
54,4,274779,273124,274306,272727,7284480,1.005789672456339,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828,0f5dd564dade2c0ad3cb0ad060694cfa94ccdea753918010a177183fc0a8e3c7,6.521416199975647
54,5,257061,252980,257061,252980,8197794,1.016131710016602,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828,fb5173cf2ad1aecba0f8b4b0c50c04dd2c578ae05a8a26d23a86a94c144ef1a4,6.465229000081308
55,1,118835,118835,118835,118835,69632,1.0,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134,f087e910c4e28eb6ef3e4b108ff1ef3d4c9cca3208706fec7e6958edc9c8564c,0.11712930002249777
55,2,52737,52632,52737,52632,16384,1.0019949840401277,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134,5927ccbc01b1c2e5854a0aee2c3f2bb7444629cc378fddcdcf37b3b68840dc40,0.10361980006564409
55,3,35943,35943,35943,35943,74240,1.0,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134,7fd67152c61d4bf7518716419efc3957461d2cf8667f28f2c85f156e80f08035,0.10450480005238205
55,4,31281,31281,31281,31281,115712,1.0,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134,a551e5f49f875afb82f2e3ec81edfd56d96e92ae723725c6df878db3f2872c28,0.13016880000941455
55,5,24831,24831,24831,24831,173568,1.0,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134,ab9022a551f42369396f862812a7f04cd117426f9ce2119ed4bcac82f42ae129,0.1161759999813512
56,1,277285,277285,277285,277285,0,1.0,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,7355144407cb6625ff18a853daf1c1966f13bef12d0b903a1f604f5ab1eb5919,1.7873847999144346
56,2,172836,172843,172793,172799,3326338,0.9999652775768378,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,9ea7e47c6215405e9c5bf2057512ba84da4f7d9f8797ea1d401678f49ec51121,2.701397500000894
56,3,122295,122170,122295,122170,3278908,1.0010231644429892,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,86c076ebd8d58070201d87c63516abeeca6eaeaa22abb6fd5e1aecfe6d7d2dcc,2.3244837999809533
56,4,115731,114771,115731,114771,3685886,1.0083644823169615,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,831a7f04a0a86130702ef976598eda72435ea56f20ab168f4922bf8f63f73550,2.312553499941714
56,5,117134,115146,117134,115146,4124830,1.0172650374307401,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d,5c8526b6dbc4bd044230348f2deac9bb48665e80e3b938ac46545101cb890f2c,2.453011399949901
57,1,59726,59726,59726,59726,94216,1.0,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525,2c4423f6c876f78c022c3d94f14a2ec636aed690a97260d808c7dd1ebd3c651e,0.07010260003153235
57,2,29703,29703,29703,29703,22304,1.0,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525,860d60838b383b05a265fd81d7a6b95326c26392da3ffd32f5fdd63597d4bbb6,0.09311290003824979
57,3,20565,20565,20565,20565,14112,1.0,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525,b54c8da060aa348c3511b0ae2105e40c2457b7269e43182a00a2f743f8e84e4c,0.10731079999823123
57,4,16345,16345,16345,16345,28224,1.0,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525,0fc689c7094fe93953a9d32718d655155f01570fde98dd5e181641af36aef589,0.08926909998990595
57,5,14028,14028,14028,14028,14400,1.0,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525,fcbe517da9c1b4b87db57f5720b1fc6f779d05480b7d82bb11ffefd1ea06e1bb,0.11521009996067733
58,1,4539717,4539717,4539717,4539717,28696576,1.0,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d,a38a496ab67cfc079e5e35f0a019de892e18ee2a1e3c5c60acea35545ae93189,10.294097700039856
58,2,2266495,2264017,2266495,2264017,29548544,1.0010945147496684,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d,075e25288db551a3f9e3f0d5fa15ed83096140e80afdb55309d6488dd9b6df4c,7.20397349994164
58,3,1538252,1538118,1538252,1538118,30400512,1.000087119453774,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d,7a11844dfd1cc35b08ded9057ee9b291ccc63d49d0ec2ed8d3ffc3ed7d8b9094,5.738597800023854
58,4,1141935,1129512,1145396,1128131,31821824,1.0153040737290262,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d,d635ee31a07e3c135eb6102bc6eb4fea032ba1707dc494e46df90edcda66b020,4.837286500027403
58,5,1000800,960493,1000800,960493,32104448,1.0419649076047406,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d,d5537ad80949ce849a997954afaebfec599089d5efcbbecec0e7f3ab55d2459d,4.50954479991924
59,1,829473,815938,829473,815938,1691648,1.0165882701871956,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9,195a633562363c88b80ad7c2e4fe2a1785941603a05262e519452f9a1bc3f6cf,0.4125698000425473
59,2,369318,369318,369318,369318,360448,1.0,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9,fcca41e61222e56b2847a00f34aebdfd916ea8e865f591478466ce633d0abb2f,0.3306253000628203
59,3,254073,254073,254073,253986,1171456,1.0003425385651177,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9,50f9dd786dcd9e50e2c1740ca38306f40dd27bb165f0c9c9545ad668cb3e078a,0.29954570007976145
59,4,185216,185216,185216,185216,1081344,1.0,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9,52666465e2da0ac177b591a04e755ba265953772be3c750aa39f89c4fd94317f,0.39835040003526956
59,5,150782,150736,150782,150736,2072576,1.0003051693026217,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9,417e736cdf7798eba0e154b1bcb1a3c1411416eb00eba4a4ee1d43e89def1c1b,0.3520430000498891
60,1,888789,887801,888789,887801,2068520,1.001112862003985,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96,d25f48fa82c8cb2bb3b332205dd2448506d5dcd85391ed5aeff6c8ae79636c18,0.9726204000180587
60,2,441525,441112,441525,441112,2746508,1.0009362701536118,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96,5ab48b8726ce62aed7175923a12507f28bd925dbe5b6b03765d085915f481a37,1.0246024000225589
60,3,295983,295334,295983,295334,3159296,1.002197511969499,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96,92b25536516f5fce72ed1ac382df8b95caaa4d0cc3016119694394142bde4539,0.985257999971509
60,4,223107,222447,223107,222447,3960200,1.0029669988806322,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96,e2fb9e787bd7eea889b6e6fb491c2627adbd7339b5c1b79ef1434d67dbeb86cd,1.0179597000824288
60,5,180081,179744,180081,179744,3733888,1.0018748887306392,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96,37c8d52b473ee0d133983cadd81fe9847007ddbc2827bcf110af5d13c2fd3d3f,1.0709878000197932
61,1,77191,77191,77191,77191,0,1.0,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3,cba797eaafca9c3f1de1d713316b8d86836a0782c649a5d5709688be1562f445,0.11841100000310689
61,2,39298,39272,39298,39272,34560,1.0006620492972091,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3,c89835efe48a565de343ae82b110fdf80c36f83b7c897c8656b8b60800142234,0.11559649999253452
61,3,28342,28316,28342,28316,43008,1.0009182087865518,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3,c7522afa28a65a5fff502672403f9047e58cc8acf0bfd9b51030bd0e510b3fe2,0.12860010005533695
61,4,23892,23892,23892,23892,62208,1.0,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3,ddf83aa25900fead7638b1bc669c790c4f6026b75f68effc07756123646c13da,0.13384589995257556
61,5,18840,18834,18503,18497,110592,1.000324376925988,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3,4bee32a21ab9e5fbe1701a780d88a2d1008612424f456c96806835b86fce2572,0.1158180000493303
62,1,2854809,2854809,2854809,2854809,0,1.0,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4,0058b0b0a1310dc2400dc166519f401b1beb42c5139f8d5d11c82d707a3088da,6.807395699899644
62,2,1431735,1431735,1431735,1431735,2325504,1.0,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4,a9d27edce3dedbe8495fd25e31f24f38474ee295fd08d760153ac13876eea73e,6.042854900006205
62,3,958567,958567,955896,955896,2268672,1.0,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4,b5de8b5e2a3f2bffca41efc26d0bea3721e91d9003c38acf76931df6a8cd1953,5.891283200006001
62,4,722454,722454,722454,722454,2582016,1.0,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4,91b5f124501c4f85dcd06e3aeb6429da05fabf61dd052306e1c1dad8cc70688b,5.8040503999218345
62,5,579973,579973,579973,579973,2746368,1.0,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4,d1584ad7173346a6f16cdd640af723fd56b4c97de380c854bf7aceb1dc81fe93,5.295689699938521
63,1,1070397,1070397,1070397,1070397,0,1.0,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d,2e9f6e5c6ad286a9ccd480a1b0c777a45fe34b171855633bb43d327ee48bdec9,2.121581499930471
63,2,536070,536070,536070,536070,1049088,1.0,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d,fe555eeac3db2565d828645635cb39da0f718510a8ed5aa1fb9a988abf7f89ae,2.083992899977602
63,3,358763,358763,358763,358763,1262592,1.0,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d,f315c28a581aa99939c4bfd5447cbeed663392a5f2f6ac51163bd378d92aa518,1.954009799985215
63,4,270138,270138,270138,270138,1420800,1.0,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d,cc6eec3a100efacaa4f5f9bd1d9177c292067e414d49b8d58aad65a7b905147e,1.9306009999709204
63,5,218917,218917,218917,218917,1539072,1.0,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d,f16e3fa86e8a91f563b1e5220b2327e45036fd8d40867afde438f15a6a10494f,1.8499198000645265
64,1,19116,19116,19116,19116,0,1.0,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280,8e255667637d48dc008148e4b6ee94f9f40ae6b096eb559a555827f5c82c0b70,0.0839632999850437
64,2,14130,14130,14130,14130,47620,1.0,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280,e350005c121c63a4a321499030e9988302ca28df922ce4ee35afdd289a53df43,0.09512389998417348
64,3,13074,13074,13074,13074,41446,1.0,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280,ecada03e71d84bd7f27702e071d7a8bf69ffe0bb996e4d58f58cc88f3bedf590,0.09675469994544983
64,4,10160,10130,10160,10130,130956,1.0029615004935835,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280,0fbbe5d33f5dfa3f11e43629c988fea622e02fd7cd6bae8867efdbad48ada0d6,0.13602229999378324
64,5,11391,11356,11391,11356,159314,1.003082071151814,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280,0c63e49e1e98a27045ed0a9e58324c5fed1b8b3e982b53f655ade33f3a70674f,0.12647529994137585
65,1,53068,53068,53068,53068,0,1.0,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400,462655786e4d45971797edaace468c25751908e507fc4c24313fcc47205031f2,0.07624179997947067
65,2,25517,25411,25517,25411,13968,1.0041714218251938,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400,2bc26b043e347c3181ce4b784d0b2edf7a0d5c82ad49d7df021dd1c010f517d2,0.07516040001064539
65,3,17964,17964,17964,17964,27936,1.0,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400,e7093b3774966282306867cef87dd1ec8e04c374abbaea2b28c68785a395a706,0.10604780004359782
65,4,13800,13800,13800,13800,41904,1.0,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400,f3564bdb287c0588277fa4d3bfb8a336041606d362d76e30cf9d685fd6f0a4aa,0.07015879999380559
65,5,11212,11212,11212,11212,55872,1.0,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400,ba8d22595435adf951c3b6667b8592168a867721cd3069b8ca0cec4d3a71ffee,0.07370850001461804
66,1,359070,359070,359070,359070,0,1.0,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465,6cc57264c628daf6a00c579335d674f65bd9bc44d5521949cf85c18b3590ace4,1.2532621000427753
66,2,203504,203504,203504,203504,1653418,1.0,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465,bbb2f975d9dabf92eebf5061cbd7ab50ba46c271c0f3124fe8cd42e9a4e9f347,1.381956099998206
66,3,146357,145116,146357,145116,2500738,1.0085517792662422,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465,d1bf5e811749c113d76d50608d363e738030d14f521eb916e8afe03b0aee70c1,1.3990554000483826
66,4,116226,112359,116226,112359,3806464,1.0344164686406963,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465,e3ec3ce33188d455a44512886d9cfc022e01bc190abc255343c5e2f1a562eb22,1.6338601999450475
66,5,106067,100249,106067,100249,3979388,1.0580354916258516,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465,c4a4a2fdc1b3801fb9d5036fa26b12f738055dc3e3f8548f6f4528076eb6fcc6,1.6799263000721112
67,1,63834834,63834834,63834834,63834834,264449408,1.0,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542,7e1066d4c23ce36241e0ef0b25bf2d814fcd59851bebdae8830017511176f488,3.5934789000311866
67,2,32040130,32217720,32040130,32217720,215994240,0.9944878160217421,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542,140f86d37a218b29eec3981416a5d54a64e552fb72deb2ea5d5324624f04fff5,2.1008607000112534
67,3,21255269,20814755,21255269,20814755,159238912,1.0211635448027132,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542,4c1932a3374c529f3aa5dc50d3c485c1ad14daebd9bca98d1c042c5ca91b5489,2.7265053000301123
67,4,16409509,16150583,16409509,16150583,226600576,1.0160319909194608,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542,f32d843e4bb60b2203a703f2ac41b12f0cff6a7f65481f15a6e8845eb34494f0,2.1648105999920517
67,5,13461153,13133609,13461153,13133609,229484544,1.0249393750034739,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542,ad07a726b5c4740bf42a01abe4e4ed3532c9c5146944346746948e35a3f18882,2.1937877000309527
68,1,362095,362095,362095,362095,0,1.0,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,0a7c7b63e8a12964e4e020363366b8c87e6f80b097ed19bca06d80fb49aae469,0.9626205000095069
68,2,196346,196325,196346,196325,1624576,1.0001069654908952,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,c6fbaafaf1a3312e4c84da075b28335a0320a3eac0d0441eb0b37e13093197be,1.3199503000359982
68,3,180284,179131,180284,179131,2355384,1.0064366301756815,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,e15da1db7481fb747b20bf5a797a4b50210c107196f8bc4466e759c32d39b373,1.4163413000060245
68,4,156990,153012,156990,153012,2646854,1.0259979609442396,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,98d221004835d63d5faa25de77a1475c79f5ebdef1a3fd808f36c917027ce775,1.2468197999987751
68,5,158423,143687,158423,143687,5510878,1.1025562507394544,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,4b11539c6aee44d777ea533b76c77bb9a4edb0b851fbf65259799096f3a1847f,2.2464753000531346
69,1,25144,25144,25144,25144,0,1.0,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52,9a4617c063a728654291de0a0ccbe2c26b0a04bb90eb8f4f99f56e9018790af7,0.10623860009945929
69,2,17030,16941,17033,16940,364006,1.0054899645808737,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52,941310b4f8b31fac19f759c1adcbc37a009cdd8e5fe3eeb0fc8db4f77d5dc8b7,0.12018229998648167
69,3,14179,14019,14179,13997,325098,1.0130027863113524,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52,03504eb4abac147d1eb4b5432d5c0a64a18bdfb4e656df88304fc19a6c1ec439,0.12400880001951009
