case,cores,arm,makespan,bytes,reference,speedup,slots,official_calls,cache_hits,solve_seconds,replay_seconds,replay_equal,base_makespan
29,5,legacy,8787,65552,37555,4.273927392739274,12,9,3,3.0147773064672947,0.11005710437893867,True,8787
29,5,routed,8787,65552,37555,4.273927392739274,12,9,3,2.5054923836141825,0.11537712067365646,True,8787
30,2,legacy,1390496,1292288,2808034,2.019447736634985,12,11,1,48.910888493061066,2.590821124613285,True,1391843
30,2,routed,1390496,1292288,2808034,2.019447736634985,12,11,1,43.549711579456925,2.5975184850394726,True,1391843
30,3,legacy,933720,8985600,2808034,3.0073619500492654,12,11,1,45.189926359802485,2.8422608338296413,True,933720
30,3,routed,933720,8985600,2808034,3.0073619500492654,12,11,1,44.81077626720071,4.205976417288184,True,933720
30,4,legacy,697351,6002688,2808034,4.026715384361677,12,10,2,59.46577383950353,2.8798732981085777,True,697351
30,4,routed,697351,6002688,2808034,4.026715384361677,12,10,2,62.42756980098784,3.3475719783455133,True,697351
30,5,legacy,559882,7484416,2808034,5.015403245683912,12,11,1,65.7985993437469,2.7823599986732006,True,559882
30,5,routed,559882,7484416,2808034,5.015403245683912,12,11,1,58.41331568732858,3.7227297239005566,True,559882
31,2,legacy,712262,5250048,1414369,1.985742605951181,12,11,1,19.861244512721896,1.3322756793349981,True,712262
31,2,routed,712262,5250048,1414369,1.985742605951181,12,11,1,21.406058378517628,1.362250642850995,True,712262
31,3,legacy,473822,7544832,1414369,2.985021801435982,12,11,1,24.124943792819977,1.515809305012226,True,473822
31,3,routed,473822,7544832,1414369,2.985021801435982,12,11,1,21.49072015658021,1.9178056120872498,True,473822
31,4,legacy,360134,7808000,1414369,3.9273409342078227,12,11,1,24.959584375843406,1.4905371516942978,True,360134
31,4,routed,360134,7808000,1414369,3.9273409342078227,12,11,1,25.91477138735354,2.3235396277159452,True,360134
31,5,legacy,284848,7931904,1414369,4.965346430376902,12,11,1,25.184587048366666,1.413502775132656,True,284848
31,5,routed,284848,7931904,1414369,4.965346430376902,12,11,1,29.95732308551669,2.055211028084159,True,284848
