case,cores,outcome,loss_type,legacy_base,routed_base,legacy_final,routed_final,base_gap,legacy_J_gain,routed_J_gain,final_gap,J_gain_difference,same_anchor,legacy_base_name,routed_base_name,legacy_base_slot,routed_base_slot,legacy_base_missing_from_routed,old_base_alone_beats_routed_final,ops,largest_fraction,legacy_final_bytes,routed_final_bytes,keep_old_chain_anchor_known,keep_old_chain_cycles,keep_old_chain_bytes,keep_old_chain_J_source,keep_old_depth_anchor_known,keep_old_depth_cycles,keep_old_depth_bytes,keep_old_depth_J_source
67,4,tie,not_loss,16430577,16430577,16409509,16409509,0,21068,21068,0,0,True,migration_B,migration_B,1,1,False,False,8996,0.014084507042253521,226600576,226600576,True,16409509,226600576,legacy,True,16409509,226600576,legacy
67,5,tie,not_loss,13477716,13477716,13461153,13461153,0,16563,16563,0,0,True,migration_B,migration_B,1,1,False,False,8996,0.014084507042253521,229484544,229484544,True,13461153,229484544,legacy,True,13461153,229484544,legacy
68,2,tie,not_loss,196346,196346,196346,196346,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,5853,0.7804148757241637,1624576,1624576,True,196346,1624576,legacy,True,196346,1624576,legacy
68,3,tie,not_loss,180429,180429,180284,180284,0,145,145,0,0,True,migration_B,migration_B,1,1,False,False,5853,0.7804148757241637,2355384,2355384,True,180284,2355384,legacy,True,180284,2355384,legacy
68,4,win,not_loss,182346,157101,181812,156990,-25245,534,111,-24822,423,False,migration_B,depth8_reference_gate,1,8,False,False,5853,0.7804148757241637,2502880,2646854,True,156990,2646854,routed,False,,,
68,5,win,not_loss,175689,158423,175649,158423,-17266,40,0,-17226,40,False,chains,chains_reference_gate,7,7,True,False,5853,0.7804148757241637,2825480,5510878,False,,,,True,158423,5510878,routed
69,2,loss,base_worse,17030,17661,17030,17661,631,0,0,631,0,False,chains,migration_B,7,1,True,True,1074,1.0,364198,179494,True,17030,364198,legacy,True,17661,179494,routed
69,3,loss,base_worse,14179,16631,14179,16631,2452,0,0,2452,0,False,chains,depth8_reference_gate,7,8,True,True,1074,1.0,325098,278084,True,14179,325098,legacy,False,,,
69,4,win,not_loss,16828,16068,16804,15620,-760,24,448,-1184,-424,False,chains,depth8_reference_gate,7,8,True,False,1074,1.0,460462,361896,True,15620,361896,routed,False,,,
69,5,loss,base_worse,13147,16803,13147,16803,3656,0,0,3656,0,False,chains,depth8_reference_gate,7,8,True,True,1074,1.0,433008,355242,True,13147,433008,legacy,False,,,
70,2,tie,not_loss,56040,56040,54493,54493,0,1547,1547,0,0,True,components_reuse,components_reuse,4,4,False,False,1437,0.23929471032745592,129536,129536,True,54493,129536,legacy,True,54493,129536,legacy
70,3,tie,not_loss,39333,39333,39333,39333,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1437,0.23929471032745592,259072,259072,True,39333,259072,legacy,True,39333,259072,legacy
70,4,tie,not_loss,30080,30080,30080,30080,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1437,0.23929471032745592,333312,333312,True,30080,333312,legacy,True,30080,333312,legacy
70,5,tie,not_loss,25374,25374,25374,25374,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1437,0.23929471032745592,449024,449024,True,25374,449024,legacy,True,25374,449024,legacy
71,2,loss,base_worse,12313,13836,12313,13765,1523,0,71,1452,-71,False,chains,depth8_reference_gate,7,8,True,True,781,1.0,171622,173988,True,12313,171622,legacy,False,,,
71,3,loss,base_worse,9892,12869,9867,12869,2977,25,0,3002,25,False,chains,depth8_reference_gate,7,8,True,True,781,1.0,250696,234308,True,9867,250696,legacy,False,,,
71,4,loss,base_worse,10732,11417,10732,11417,685,0,0,685,0,False,chains,depth8_reference_gate,7,8,True,True,781,1.0,223406,208904,True,10732,223406,legacy,False,,,
71,5,loss,base_worse,10641,12234,10542,12234,1593,99,0,1692,99,False,chains,depth8_reference_gate,7,8,True,True,781,1.0,307214,253002,True,10542,307214,legacy,False,,,
72,2,tie,not_loss,11836023,11836023,11836023,11836023,0,0,0,0,0,True,components_pipe,components_pipe,3,3,False,False,31387,0.2069709431672622,113724192,113724192,True,11836023,113724192,legacy,True,11836023,113724192,legacy
72,3,tie,not_loss,7941294,7941294,7941294,7941294,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,31387,0.2069709431672622,120851232,120851232,True,7941294,120851232,legacy,True,7941294,120851232,legacy
72,4,tie,not_loss,5965868,5965868,5965868,5965868,0,0,0,0,0,True,components_pipe,components_pipe,3,3,False,False,31387,0.2069709431672622,123071264,123071264,True,5965868,123071264,legacy,True,5965868,123071264,legacy
72,5,tie,not_loss,4828978,4828978,4826156,4826156,0,2822,2822,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,31387,0.2069709431672622,77245216,77245216,True,4826156,77245216,legacy,True,4826156,77245216,legacy
73,2,tie,not_loss,5341304,5341304,5294770,5294770,0,46534,46534,0,0,True,migration_B,migration_B,1,1,False,False,4964,0.02564102564102564,86179712,86179712,True,5294770,86179712,legacy,True,5294770,86179712,legacy
73,3,tie,not_loss,3805931,3805931,3805931,3805931,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4964,0.02564102564102564,134138624,134138624,True,3805931,134138624,legacy,True,3805931,134138624,legacy
73,4,tie,not_loss,3295138,3295138,3295138,3295138,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4964,0.02564102564102564,137012864,137012864,True,3295138,137012864,legacy,True,3295138,137012864,legacy
73,5,tie,not_loss,2849703,2849703,2848898,2848898,0,805,805,0,0,True,migration_B,migration_B,1,1,False,False,4964,0.02564102564102564,94477312,94477312,True,2848898,94477312,legacy,True,2848898,94477312,legacy
74,2,tie,not_loss,817477,817477,814840,814840,0,2637,2637,0,0,True,components_reuse,components_reuse,4,4,False,False,4269,0.07453588251593239,3776512,3776512,True,814840,3776512,legacy,True,814840,3776512,legacy
74,3,tie,not_loss,542996,542996,542996,542996,0,0,0,0,0,True,components_reuse,components_reuse,4,4,False,False,4269,0.07453588251593239,5619712,5619712,True,542996,5619712,legacy,True,542996,5619712,legacy
74,4,tie,not_loss,408936,408936,408908,408908,0,28,28,0,0,True,components_reuse,components_reuse,4,4,False,False,4269,0.07453588251593239,6623232,6623232,True,408908,6623232,legacy,True,408908,6623232,legacy
74,5,tie,not_loss,328499,328499,328499,328499,0,0,0,0,0,True,components_reuse,components_reuse,4,4,False,False,4269,0.07453588251593239,7151616,7151616,True,328499,7151616,legacy,True,328499,7151616,legacy
75,2,win,not_loss,785190,754663,785190,754663,-30527,0,0,-30527,0,False,chains,chains_reference_gate,7,7,True,False,7684,1.0,5071558,4745798,True,785190,5071558,legacy,True,754663,4745798,routed
75,3,win,not_loss,609229,558005,609229,557783,-51224,0,222,-51446,-222,False,chains,chains_reference_gate,7,7,True,False,7684,1.0,9557580,12507404,True,609229,9557580,legacy,True,557783,12507404,routed
75,4,win,not_loss,472706,462730,472706,462730,-9976,0,0,-9976,0,False,chains,chains_reference_gate,7,7,True,False,7684,1.0,9332210,11096688,True,472706,9332210,legacy,True,462730,11096688,routed
75,5,win,not_loss,434575,378054,434571,378054,-56521,4,0,-56517,4,False,chains,chains_reference_gate,7,7,True,False,7684,1.0,9737140,12427608,True,434571,9737140,legacy,True,378054,12427608,routed
76,2,tie,not_loss,3065214,3065214,3065214,3065214,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,35076,0.003750614854894245,31095808,31095808,True,3065214,31095808,legacy,True,3065214,31095808,legacy
76,3,tie,not_loss,2046370,2046370,2046322,2046322,0,48,48,0,0,True,components_reuse,components_reuse,4,4,False,False,35076,0.003750614854894245,17912832,17912832,True,2046322,17912832,legacy,True,2046322,17912832,legacy
76,4,tie,not_loss,1527039,1527039,1527039,1527039,0,0,0,0,0,True,components_reuse,components_reuse,4,4,False,False,35076,0.003750614854894245,19563520,19563520,True,1527039,19563520,legacy,True,1527039,19563520,legacy
76,5,tie,not_loss,1227673,1227673,1227673,1227673,0,0,0,0,0,True,components_reuse,components_reuse,4,4,False,False,35076,0.003750614854894245,22311936,22311936,True,1227673,22311936,legacy,True,1227673,22311936,legacy
77,2,tie,not_loss,248734,248734,248734,248734,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4872,0.4672313865358894,57344,57344,True,248734,57344,legacy,True,248734,57344,legacy
77,3,tie,not_loss,168976,168976,168976,168976,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4872,0.4672313865358894,114688,114688,True,168976,114688,legacy,True,168976,114688,legacy
77,4,tie,not_loss,127832,127832,127832,127832,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4872,0.4672313865358894,114688,114688,True,127832,114688,legacy,True,127832,114688,legacy
77,5,tie,not_loss,114837,114837,114837,114837,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4872,0.4672313865358894,172032,172032,True,114837,172032,legacy,True,114837,172032,legacy
78,2,tie,not_loss,1050081,1050081,1050081,1050081,0,0,0,0,0,True,chains,chains,6,6,False,False,1094,0.125,2782080,2782080,True,1050081,2782080,legacy,True,1050081,2782080,legacy
78,3,tie,not_loss,718909,718909,718909,718909,0,0,0,0,0,True,chains,chains,6,6,False,False,1094,0.125,6965760,6965760,True,718909,6965760,legacy,True,718909,6965760,legacy
78,4,tie,not_loss,544785,544785,540759,540759,0,4026,4026,0,0,True,chains,chains,6,6,False,False,1094,0.125,6950784,6950784,True,540759,6950784,legacy,True,540759,6950784,legacy
78,5,tie,not_loss,470359,470359,470359,470359,0,0,0,0,0,True,depth8,depth8,7,7,False,False,1094,0.125,10766304,10766304,True,470359,10766304,legacy,True,470359,10766304,legacy
79,2,tie,not_loss,15118882,15118882,15118882,15118882,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,20130,0.003472222222222222,194232320,194232320,True,15118882,194232320,legacy,True,15118882,194232320,legacy
79,3,tie,not_loss,10181692,10181692,10181692,10181692,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,20130,0.003472222222222222,39960576,39960576,True,10181692,39960576,legacy,True,10181692,39960576,legacy
79,4,tie,not_loss,7620379,7620379,7620379,7620379,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,20130,0.003472222222222222,31801344,31801344,True,7620379,31801344,legacy,True,7620379,31801344,legacy
79,5,tie,not_loss,6063040,6063040,6063012,6063012,0,28,28,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,20130,0.003472222222222222,34084864,34084864,True,6063012,34084864,legacy,True,6063012,34084864,legacy
80,2,tie,not_loss,145825,145825,145825,145825,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,1395,0.05555555555555555,1675264,1675264,True,145825,1675264,legacy,True,145825,1675264,legacy
80,3,tie,not_loss,100325,100325,100325,100325,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1395,0.05555555555555555,3047424,3047424,True,100325,3047424,legacy,True,100325,3047424,legacy
80,4,tie,not_loss,91774,91774,90584,90584,0,1190,1190,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,1395,0.05555555555555555,2666496,2666496,True,90584,2666496,legacy,True,90584,2666496,legacy
80,5,tie,not_loss,89345,89345,89345,89345,0,0,0,0,0,True,hybrid_work_1,hybrid_work_1,5,5,False,False,1395,0.05555555555555555,3047424,3047424,True,89345,3047424,legacy,True,89345,3047424,legacy
81,2,tie,not_loss,76860,76860,76860,76860,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4505,0.011764705882352941,0,0,True,76860,0,legacy,True,76860,0,legacy
81,3,tie,not_loss,51943,51943,51943,51943,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4505,0.011764705882352941,0,0,True,51943,0,legacy,True,51943,0,legacy
81,4,tie,not_loss,39588,39588,39588,39588,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4505,0.011764705882352941,0,0,True,39588,0,legacy,True,39588,0,legacy
81,5,tie,not_loss,30943,30943,30943,30943,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,4505,0.011764705882352941,0,0,True,30943,0,legacy,True,30943,0,legacy
82,2,win,not_loss,447167,407535,447167,407535,-39632,0,0,-39632,0,False,migration_B,chains_reference_gate,1,7,False,False,4209,1.0,2344454,3389668,True,447167,2344454,legacy,True,407535,3389668,routed
82,3,win,not_loss,312950,288553,312950,288553,-24397,0,0,-24397,0,False,migration_B,chains_reference_gate,1,7,False,False,4209,1.0,4231596,5338828,True,312950,4231596,legacy,True,288553,5338828,routed
82,4,win,not_loss,262508,235778,262440,235778,-26730,68,0,-26662,68,False,chains,chains_reference_gate,7,7,True,False,4209,1.0,6198774,6420240,True,262440,6198774,legacy,True,235778,6420240,routed
82,5,win,not_loss,238363,207058,238326,206503,-31305,37,555,-31823,-518,False,chains,chains_reference_gate,7,7,True,False,4209,1.0,6507156,7708408,True,238326,6507156,legacy,True,206503,7708408,routed
83,2,tie,not_loss,442847,442847,442847,442847,0,0,0,0,0,True,chains,chains,6,6,False,False,3956,0.03225806451612903,5589600,5589600,True,442847,5589600,legacy,True,442847,5589600,legacy
83,3,tie,not_loss,290664,290664,290664,290664,0,0,0,0,0,True,depth8,depth8,7,7,False,False,3956,0.03225806451612903,5739712,5739712,True,290664,5739712,legacy,True,290664,5739712,legacy
83,4,tie,not_loss,221124,221124,220741,220741,0,383,383,0,0,True,depth8,depth8,7,7,False,False,3956,0.03225806451612903,6471456,6471456,True,220741,6471456,legacy,True,220741,6471456,legacy
83,5,tie,not_loss,202670,202670,201107,201107,0,1563,1563,0,0,True,depth8,depth8,7,7,False,False,3956,0.03225806451612903,7741824,7741824,True,201107,7741824,legacy,True,201107,7741824,legacy
84,2,tie,not_loss,1219928,1219928,1175864,1175864,0,44064,44064,0,0,True,chains,chains,6,6,False,False,14001,0.0009285051067780873,32004864,32004864,True,1175864,32004864,legacy,True,1175864,32004864,legacy
84,3,tie,not_loss,836220,836220,836220,836220,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,14001,0.0009285051067780873,0,0,True,836220,0,legacy,True,836220,0,legacy
84,4,tie,not_loss,629028,629028,629028,629028,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,14001,0.0009285051067780873,0,0,True,629028,0,legacy,True,629028,0,legacy
84,5,tie,not_loss,503472,503472,503472,503472,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,14001,0.0009285051067780873,0,0,True,503472,0,legacy,True,503472,0,legacy
85,2,win,not_loss,1905443,1843091,1905443,1843091,-62352,0,0,-62352,0,False,migration_B,chains_reference_gate,1,7,False,False,19993,1.0,14318918,17607566,True,1905443,14318918,legacy,True,1843091,17607566,routed
85,3,win,not_loss,1313959,1276351,1313959,1276351,-37608,0,0,-37608,0,False,migration_B,chains_reference_gate,1,7,False,False,19993,1.0,19642220,31680716,True,1313959,19642220,legacy,True,1276351,31680716,routed
85,4,win,not_loss,1057250,995901,1057229,995687,-61349,21,214,-61542,-193,False,migration_B,chains_reference_gate,1,7,False,False,19993,1.0,23435890,27902578,True,1057229,23435890,legacy,True,995687,27902578,routed
85,5,win,not_loss,931369,890883,931269,890475,-40486,100,408,-40794,-308,False,migration_B,chains_reference_gate,1,7,False,False,19993,1.0,25615352,38398484,True,931269,25615352,legacy,True,890475,38398484,routed
86,2,win,not_loss,82748,74609,82748,74609,-8139,0,0,-8139,0,False,chains,depth8_reference_gate,7,8,True,False,5372,1.0,1738694,1019206,True,74609,1019206,routed,False,,,
86,3,loss,base_worse,63289,64706,63229,64401,1417,60,305,1172,-245,False,chains,depth8_reference_gate,7,8,True,True,5372,1.0,2197292,1574634,True,63229,2197292,legacy,False,,,
86,4,loss,base_worse,62341,63070,62299,63006,729,42,64,707,-22,False,chains,depth8_reference_gate,7,8,True,True,5372,1.0,2353614,1919826,True,62299,2353614,legacy,False,,,
86,5,loss,base_worse,60413,66164,60402,65815,5751,11,349,5413,-338,False,chains,depth8_reference_gate,7,8,True,True,5372,1.0,2265748,2223540,True,60402,2265748,legacy,False,,,
87,2,tie,not_loss,1987606,1987606,1987606,1987606,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,28666,0.4606256350704021,10142208,10142208,True,1987606,10142208,legacy,True,1987606,10142208,legacy
87,3,tie,not_loss,1374901,1374901,1374901,1374901,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,28666,0.4606256350704021,11036160,11036160,True,1374901,11036160,legacy,True,1374901,11036160,legacy
87,4,tie,not_loss,1046846,1046846,1046846,1046846,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,28666,0.4606256350704021,12607488,12607488,True,1046846,12607488,legacy,True,1046846,12607488,legacy
87,5,tie,not_loss,833349,833349,833349,833349,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,28666,0.4606256350704021,12487680,12487680,True,833349,12487680,legacy,True,833349,12487680,legacy
88,2,tie,not_loss,132639,132639,132639,132639,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,3577,0.8455726805681475,1032234,1032234,True,132639,1032234,legacy,True,132639,1032234,legacy
88,3,loss,base_worse,119844,122079,119844,122079,2235,0,0,2235,0,False,chains,migration_B,7,1,True,True,3577,0.8455726805681475,2775376,1572244,True,119844,2775376,legacy,True,122079,1572244,routed
88,4,loss,base_worse,111866,112676,111860,112565,810,6,111,705,-105,False,chains,depth8_reference_gate,7,8,True,True,3577,0.8455726805681475,2371926,2028164,True,111860,2371926,legacy,False,,,
88,5,win,not_loss,120802,113438,120762,112833,-7364,40,605,-7929,-565,False,chains,depth8_reference_gate,7,8,True,False,3577,0.8455726805681475,2380788,2034888,True,112833,2034888,routed,False,,,
89,2,tie,not_loss,329513,329513,329513,329513,0,0,0,0,0,True,chains,chains,6,6,False,False,5254,0.025,1467520,1467520,True,329513,1467520,legacy,True,329513,1467520,legacy
89,3,tie,not_loss,225462,225462,225452,225452,0,10,10,0,0,True,depth8,depth8,7,7,False,False,5254,0.025,2429184,2429184,True,225452,2429184,legacy,True,225452,2429184,legacy
89,4,tie,not_loss,165616,165616,165365,165365,0,251,251,0,0,True,chains,chains,6,6,False,False,5254,0.025,1827200,1827200,True,165365,1827200,legacy,True,165365,1827200,legacy
89,5,tie,not_loss,133330,133330,133148,133148,0,182,182,0,0,True,chains,chains,6,6,False,False,5254,0.025,2186320,2186320,True,133148,2186320,legacy,True,133148,2186320,legacy
90,2,tie,not_loss,470442,470442,470442,470442,0,0,0,0,0,True,chains,chains,6,6,False,False,1744,0.07692307692307693,3196848,3196848,True,470442,3196848,legacy,True,470442,3196848,legacy
90,3,tie,not_loss,342250,342250,342250,342250,0,0,0,0,0,True,chains,chains,6,6,False,False,1744,0.07692307692307693,5523456,5523456,True,342250,5523456,legacy,True,342250,5523456,legacy
90,4,tie,not_loss,295201,295201,294798,294798,0,403,403,0,0,True,chains,chains,6,6,False,False,1744,0.07692307692307693,7360608,7360608,True,294798,7360608,legacy,True,294798,7360608,legacy
90,5,tie,not_loss,267434,267434,267434,267434,0,0,0,0,0,True,chains,chains,6,6,False,False,1744,0.07692307692307693,7981056,7981056,True,267434,7981056,legacy,True,267434,7981056,legacy
91,2,tie,not_loss,4532720,4532720,4532609,4532609,0,111,111,0,0,True,depth8,depth8,7,7,False,False,33497,0.004658680357482411,52032556,52032556,True,4532609,52032556,legacy,True,4532609,52032556,legacy
91,3,tie,not_loss,3042680,3042680,3042680,3042680,0,0,0,0,0,True,depth8,depth8,7,7,False,False,33497,0.004658680357482411,60113508,60113508,True,3042680,60113508,legacy,True,3042680,60113508,legacy
91,4,tie,not_loss,2314443,2314443,2314443,2314443,0,0,0,0,0,True,depth8,depth8,7,7,False,False,33497,0.004658680357482411,67112896,67112896,True,2314443,67112896,legacy,True,2314443,67112896,legacy
91,5,tie,not_loss,1872567,1872567,1872567,1872567,0,0,0,0,0,True,depth8,depth8,7,7,False,False,33497,0.004658680357482411,71035764,71035764,True,1872567,71035764,legacy,True,1872567,71035764,legacy
92,2,tie,not_loss,2024405,2024405,2017778,2017778,0,6627,6627,0,0,True,depth8,depth8,7,7,False,False,17942,0.007042253521126761,10740320,10740320,True,2017778,10740320,legacy,True,2017778,10740320,legacy
92,3,tie,not_loss,1354104,1354104,1348585,1348585,0,5519,5519,0,0,True,depth8,depth8,7,7,False,False,17942,0.007042253521126761,21856448,21856448,True,1348585,21856448,legacy,True,1348585,21856448,legacy
92,4,tie,not_loss,1027253,1027253,1018849,1018849,0,8404,8404,0,0,True,depth8,depth8,7,7,False,False,17942,0.007042253521126761,18053920,18053920,True,1018849,18053920,legacy,True,1018849,18053920,legacy
92,5,tie,not_loss,830791,830791,826308,826308,0,4483,4483,0,0,True,depth8,depth8,7,7,False,False,17942,0.007042253521126761,19945856,19945856,True,826308,19945856,legacy,True,826308,19945856,legacy
93,2,tie,not_loss,37827,37827,37827,37827,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,901,0.014492753623188406,8192,8192,True,37827,8192,legacy,True,37827,8192,legacy
93,3,tie,not_loss,25103,25103,25103,25103,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,901,0.014492753623188406,16384,16384,True,25103,16384,legacy,True,25103,16384,legacy
93,4,tie,not_loss,19779,19779,19779,19779,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,901,0.014492753623188406,24576,24576,True,19779,24576,legacy,True,19779,24576,legacy
93,5,tie,not_loss,15876,15876,15876,15876,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,901,0.014492753623188406,32768,32768,True,15876,32768,legacy,True,15876,32768,legacy
94,2,tie,not_loss,47498,47498,47498,47498,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,791,0.06800618238021638,106272,106272,True,47498,106272,legacy,True,47498,106272,legacy
94,3,tie,not_loss,32728,32728,32728,32728,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,791,0.06800618238021638,212544,212544,True,32728,212544,legacy,True,32728,212544,legacy
94,4,tie,not_loss,24668,24668,24668,24668,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,791,0.06800618238021638,318528,318528,True,24668,318528,legacy,True,24668,318528,legacy
94,5,tie,not_loss,21804,21804,21804,21804,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,791,0.06800618238021638,424800,424800,True,21804,424800,legacy,True,21804,424800,legacy
95,2,tie,not_loss,1042890,1042890,1042890,1042890,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6006,0.0021645021645021645,0,0,True,1042890,0,legacy,True,1042890,0,legacy
95,3,tie,not_loss,695775,695775,695775,695775,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6006,0.0021645021645021645,0,0,True,695775,0,legacy,True,695775,0,legacy
95,4,tie,not_loss,524422,524422,524422,524422,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6006,0.0021645021645021645,0,0,True,524422,0,legacy,True,524422,0,legacy
95,5,tie,not_loss,420852,420852,420852,420852,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,6006,0.0021645021645021645,0,0,True,420852,0,legacy,True,420852,0,legacy
96,2,tie,not_loss,42443,42443,42443,42443,0,0,0,0,0,True,chains,chains,6,6,False,False,1362,0.3313856427378965,346520,346520,True,42443,346520,legacy,True,42443,346520,legacy
96,3,tie,not_loss,30876,30876,30876,30876,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,1362,0.3313856427378965,123264,123264,True,30876,123264,legacy,True,30876,123264,legacy
96,4,tie,not_loss,24217,24217,24217,24217,0,0,0,0,0,True,depth8,depth8,8,8,False,False,1362,0.3313856427378965,234168,234168,True,24217,234168,legacy,True,24217,234168,legacy
96,5,tie,not_loss,22456,22456,22137,22137,0,319,319,0,0,True,depth8,depth8,8,8,False,False,1362,0.3313856427378965,448896,448896,True,22137,448896,legacy,True,22137,448896,legacy
97,2,tie,not_loss,5153667,5153667,5153667,5153667,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,7488,0.015625,2490368,2490368,True,5153667,2490368,legacy,True,5153667,2490368,legacy
97,3,tie,not_loss,3444086,3444086,3444086,3444086,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,7488,0.015625,82444288,82444288,True,3444086,82444288,legacy,True,3444086,82444288,legacy
97,4,tie,not_loss,2622394,2622394,2622394,2622394,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,7488,0.015625,14221312,14221312,True,2622394,14221312,legacy,True,2622394,14221312,legacy
97,5,tie,not_loss,2102348,2102348,2102348,2102348,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,7488,0.015625,21311488,21311488,True,2102348,21311488,legacy,True,2102348,21311488,legacy
98,2,tie,not_loss,89620,89620,89620,89620,0,0,0,0,0,True,components_reuse,components_reuse,4,4,False,False,1553,0.28498168498168497,0,0,True,89620,0,legacy,True,89620,0,legacy
98,3,tie,not_loss,65476,65476,65476,65476,0,0,0,0,0,True,chains,chains,7,7,False,False,1553,0.28498168498168497,784240,784240,True,65476,784240,legacy,True,65476,784240,legacy
98,4,tie,not_loss,53735,53735,53735,53735,0,0,0,0,0,True,chains,chains,7,7,False,False,1553,0.28498168498168497,961274,961274,True,53735,961274,legacy,True,53735,961274,legacy
98,5,tie,not_loss,47355,47355,47355,47355,0,0,0,0,0,True,chains,chains,7,7,False,False,1553,0.28498168498168497,1166870,1166870,True,47355,1166870,legacy,True,47355,1166870,legacy
99,2,tie,not_loss,808277,808277,807983,807983,0,294,294,0,0,True,components_reuse,components_reuse,4,4,False,False,7054,0.01858322744599746,5906432,5906432,True,807983,5906432,legacy,True,807983,5906432,legacy
99,3,tie,not_loss,540063,540063,540063,540063,0,0,0,0,0,True,components_reuse,components_reuse,4,4,False,False,7054,0.01858322744599746,6479872,6479872,True,540063,6479872,legacy,True,540063,6479872,legacy
99,4,tie,not_loss,405336,405336,405336,405336,0,0,0,0,0,True,migration_B,migration_B,1,1,False,False,7054,0.01858322744599746,9838592,9838592,True,405336,9838592,legacy,True,405336,9838592,legacy
99,5,tie,not_loss,332266,332266,332266,332266,0,0,0,0,0,True,depth8,depth8,7,7,False,False,7054,0.01858322744599746,7084052,7084052,True,332266,7084052,legacy,True,332266,7084052,legacy
100,2,tie,not_loss,76850,76850,76850,76850,0,0,0,0,0,True,chains,chains,6,6,False,False,1654,0.19727403156384504,621700,621700,True,76850,621700,legacy,True,76850,621700,legacy
100,3,tie,not_loss,57811,57811,57811,57811,0,0,0,0,0,True,components_pipe,components_pipe,3,3,False,False,1654,0.19727403156384504,72192,72192,True,57811,72192,legacy,True,57811,72192,legacy
100,4,tie,not_loss,49623,49623,49623,49623,0,0,0,0,0,True,chains,chains,7,7,False,False,1654,0.19727403156384504,1207894,1207894,True,49623,1207894,legacy,True,49623,1207894,legacy
100,5,tie,not_loss,53383,53383,53383,53383,0,0,0,0,0,True,chains,chains,7,7,False,False,1654,0.19727403156384504,1599352,1599352,True,53383,1599352,legacy,True,53383,1599352,legacy
