case,cores,makespan,added_copy_bytes,speedup,search_seconds,role
78,4,540759,6950784,4.246148469096215,3.017428385093808,r07_reserve_fast
78,5,470359,10766304,4.8816818642781366,2.8758377972990274,r07_reserve_fast
79,1,31052251,32448512,1.0,0.0,prescribed_single_reference
79,2,15118882,194232320,2.053872171235942,260.6321379672736,r07_reserve_fast
79,3,10181692,39960576,3.049812447675691,210.94967008568347,r07_reserve_fast
79,4,7620379,31801344,4.074895881162866,189.81286207027733,r07_reserve_fast
79,5,6063012,34084864,5.121588246897747,268.972792128101,r07_reserve_fast
80,1,292138,548864,1.0,0.0,prescribed_single_reference
80,2,145825,1675264,2.0033464769415397,2.002455111593008,r07_reserve_fast
80,3,100325,3047424,2.9119162721156244,1.5812997538596392,r07_reserve_fast
80,4,90584,2666496,3.225050781594984,2.131247131153941,r07_reserve_fast
80,5,89345,3047424,3.2697744697520847,2.3480412531644106,r07_reserve_fast
81,1,151795,0,1.0,0.0,prescribed_single_reference
81,2,76860,0,1.9749544626593807,7.385272009298205,r07_reserve_fast
81,3,51943,0,2.9223379473653814,7.275084935128689,r07_reserve_fast
81,4,39588,0,3.834369000707285,7.555453520268202,r07_reserve_fast
81,5,30943,0,4.905632937982743,9.856877250596881,r07_reserve_fast
82,1,721041,0,1.0,0.0,prescribed_single_reference
82,2,407535,3389668,1.7692738047038905,20.827651247382164,r07_reserve_fast
82,3,288553,5338828,2.4988165085790133,25.161400519311428,r07_reserve_fast
82,4,235778,6420240,3.058135194971541,33.44574365578592,r07_reserve_fast
82,5,206503,7708408,3.491673244456497,32.757364727556705,r07_reserve_fast
83,1,1057993,13934688,1.0,0.0,prescribed_single_reference
83,2,442847,5589600,2.389071169049356,12.409678239375353,r07_reserve_fast
83,3,290664,5739712,3.639917568051083,17.553194483742118,r07_reserve_fast
83,4,220741,6471456,4.7929156794614505,15.59820849262178,r07_reserve_fast
83,5,201107,7741824,5.26084621619337,13.452592227607965,r07_reserve_fast
84,1,2507412,0,1.0,0.0,prescribed_single_reference
84,2,1175864,32004864,2.1323996652674118,127.00481291674078,r07_reserve_fast
84,3,836220,0,2.998507569778288,85.63014784827828,r07_reserve_fast
84,4,629028,0,3.986169137144928,75.06556091271341,r07_reserve_fast
84,5,503472,0,4.98024120507198,62.97017234005034,r07_reserve_fast
85,1,3187899,0,1.0,0.0,prescribed_single_reference
85,2,1843091,17607566,1.729648183404943,408.00867715477943,r07_reserve_fast
85,3,1276351,31680716,2.497666394275556,527.4246349129826,r07_reserve_fast
85,4,995687,27902578,3.201707966459339,566.2837446946651,r07_reserve_fast
85,5,890475,38398484,3.5799983155057693,371.347637437284,r07_reserve_fast
86,1,118403,0,1.0,0.0,prescribed_single_reference
86,2,74609,1019206,1.5869801230414562,20.610143404453993,r07_reserve_fast
86,3,63229,2197292,1.8726059244966708,37.077098889276385,r07_reserve_fast
86,4,62299,2353614,1.9005602016083725,33.73450323008001,r07_reserve_fast
86,5,60402,2265748,1.9602496606072646,40.772791769355536,r07_reserve_fast
87,1,3974071,7902720,1.0,0.0,prescribed_single_reference
87,2,1987606,10142208,1.999425942566082,260.86835177987814,r07_reserve_fast
87,3,1374901,11036160,2.890441566338231,236.90157716721296,r07_reserve_fast
87,4,1046846,12607488,3.796232683699417,288.63563231378794,r07_reserve_fast
87,5,833349,12487680,4.768795546643723,284.4279018994421,r07_reserve_fast
88,1,243623,0,1.0,0.0,prescribed_single_reference
88,2,132639,1032234,1.8367373095394266,12.231629813089967,r07_reserve_fast
88,3,122079,1572244,1.9956175918872205,12.57443961687386,r07_reserve_fast
88,4,112565,2028164,2.1642873006707237,15.319620788097382,r07_reserve_fast
88,5,112833,2034888,2.1591467035353133,11.797659391537309,r07_reserve_fast
89,1,693092,0,1.0,0.0,prescribed_single_reference
89,2,329513,1467520,2.103382871085511,14.286061640828848,r07_reserve_fast
89,3,225452,2429184,3.074233096180118,17.723393063992262,r07_reserve_fast
89,4,165365,1827200,4.191285943216521,19.72748244740069,r07_reserve_fast
89,5,133148,2186320,5.205425541502689,21.420706463977695,r07_reserve_fast
90,1,1178363,21233592,1.0,0.0,prescribed_single_reference
90,2,470442,3196848,2.5047997415196774,6.7326693292707205,r07_reserve_fast
90,3,342250,5523456,3.442989043097151,8.999346870929003,r07_reserve_fast
90,4,294798,7360608,3.9971879049382966,10.466214843094349,r07_reserve_fast
90,5,267434,7981056,4.406182459971432,7.437363004311919,r07_reserve_fast
91,1,9186769,53947008,1.0,0.0,prescribed_single_reference
91,2,4532609,52032556,2.0268170053935823,400.3241965547204,r07_reserve_fast
91,3,3042680,60113508,3.01930173399766,412.9463149420917,r07_reserve_fast
91,4,2314443,67112896,3.969321776341003,461.3630810342729,r07_reserve_fast
91,5,1872567,71035764,4.90597612795697,520.2444575373083,r07_reserve_fast
92,1,4815554,66000096,1.0,0.0,prescribed_single_reference
92,2,2017778,10740320,2.3865628428895547,192.619665812701,r07_reserve_fast
92,3,1348585,21856448,3.5708197851822465,225.61740910634398,r07_reserve_fast
92,4,1018849,18053920,4.726464863782563,227.03080360218883,r07_reserve_fast
92,5,826308,19945856,5.8277954467341475,235.10887845605612,r07_reserve_fast
93,1,74205,0,1.0,0.0,prescribed_single_reference
93,2,37827,8192,1.9616940280751844,0.7911108415573835,r07_reserve_fast
93,3,25103,16384,2.956021192686133,0.812577947974205,r07_reserve_fast
93,4,19779,24576,3.751706355225239,0.7997229490429163,r07_reserve_fast
93,5,15876,32768,4.674036281179139,0.8593565449118614,r07_reserve_fast
94,1,94892,0,1.0,0.0,prescribed_single_reference
94,2,47498,106272,1.997810434123542,0.8746019676327705,r07_reserve_fast
94,3,32728,212544,2.8994133463700806,1.6090578585863113,r07_reserve_fast
94,4,24668,318528,3.846765039727582,1.7459495849907398,r07_reserve_fast
94,5,21804,424800,4.3520454962392225,1.8106716573238373,r07_reserve_fast
95,1,2084853,0,1.0,0.0,prescribed_single_reference
95,2,1042890,0,1.9991111238960964,13.104935167357326,r07_reserve_fast
95,3,695775,0,2.9964471273040854,11.908419538289309,r07_reserve_fast
95,4,524422,0,3.9755254356224565,13.873413734138012,r07_reserve_fast
95,5,420852,0,4.953886401870491,11.014676984399557,r07_reserve_fast
96,1,84194,0,1.0,0.0,prescribed_single_reference
96,2,42443,346520,1.9836957802228872,2.4369772225618362,r07_reserve_fast
96,3,30876,123264,2.726842855292136,2.3036240451037884,r07_reserve_fast
96,4,24217,234168,3.476648635256225,2.6775604858994484,r07_reserve_fast
96,5,22137,448896,3.803315715769978,2.9557253923267126,r07_reserve_fast
97,1,11491509,10584064,1.0,0.0,prescribed_single_reference
97,2,5153667,2490368,2.22977328570123,29.647222625091672,r07_reserve_fast
97,3,3444086,82444288,3.336591769195078,41.4510039575398,r07_reserve_fast
97,4,2622394,14221312,4.382068064524248,27.471980459988117,r07_reserve_fast
97,5,2102348,21311488,5.466035594487687,32.252004113048315,r07_reserve_fast
98,1,177430,0,1.0,0.0,prescribed_single_reference
98,2,89620,0,1.9798036152644498,2.305812707170844,r07_reserve_fast
98,3,65476,784240,2.709847883193842,4.775540769100189,r07_reserve_fast
98,4,53735,961274,3.301944728761515,5.437050523236394,r07_reserve_fast
98,5,47355,1166870,3.746806039488966,5.217360004782677,r07_reserve_fast
99,1,1622999,5484544,1.0,0.0,prescribed_single_reference
99,2,807983,5906432,2.0087043910577327,23.790934804826975,r07_reserve_fast
99,3,540063,6479872,3.0052030966757584,28.795520707964897,r07_reserve_fast
99,4,405336,9838592,4.004083032348471,28.848094845190644,r07_reserve_fast
99,5,332266,7084052,4.884637609626022,27.422307515516877,r07_reserve_fast
100,1,151223,0,1.0,0.0,prescribed_single_reference
100,2,76850,621700,1.9677683799609629,3.1771279983222485,r07_reserve_fast
100,3,57811,72192,2.6158170590372074,2.1657659001648426,r07_reserve_fast
100,4,49623,1207894,3.0474376801080143,4.8093252293765545,r07_reserve_fast
100,5,53383,1599352,2.8327932113219565,5.56842065602541,r07_reserve_fast
