case,cores,single_makespan,baseline_makespan,makespan,external_makespan,baseline_speedup,speedup,external_speedup,baseline_added_bytes,added_bytes,external_added_bytes,spill_added_bytes,partition_added_bytes,mean_speedup_loss_contribution,gate,tasks,used_cores,solve_seconds,validation_seconds,local_prepare_seconds,best_candidate,noncopy_ops,components,max_depth,largest_component_node_fraction,largest_component_work_fraction
case_010,5,86969,28842,28842,30234,3.0153595451078288,3.0153595451078288,2.876529734735728,958646,958646,710360,0,958646,-0.0013882981037210084,dominant_component,84,5,2.555865593254566,0.31039637699723244,0,grain_0.25,667,36,61,0.19940029985007496,0.3616847347636894
case_011,2,184697,102580,92646,92646,1.800516669916163,1.9935777043801135,1.9935777043801135,2957312,180224,180224,0,180224,0.0,eligible,2,2,3.372195603325963,0.19146642088890076,0.39748467318713665,structural_component_lpt,688,16,21,0.0625,0.0625
case_011,3,184697,77052,69625,69625,2.397043555001817,2.6527396768402154,2.6527396768402154,3284992,1081344,1081344,0,1081344,0.0,eligible,3,3,3.4468317050486803,0.3620516359806061,0.47156263142824173,structural_component_lpt,688,16,21,0.0625,0.0625
case_011,4,184697,69067,46880,46880,2.6741714567014636,3.9397824232081913,3.9397824232081913,3276800,540672,540672,0,540672,0.0,eligible,4,4,2.8942015804350376,0.27446142584085464,0.2525848690420389,structural_component_lpt,688,16,21,0.0625,0.0625
case_011,5,184697,69067,47047,47287,2.6741714567014636,3.9257976066486706,3.905872649988369,3276800,1630208,1622016,0,1630208,-0.00019924956660301695,eligible,6,5,2.4536536578089,0.28801950067281723,0.3014999069273472,directed_split,688,16,21,0.0625,0.0625
case_012,2,59088,31452,29489,30094,1.8786722624952308,2.0037302044830274,1.9634478633614674,231542,71816,28800,0,71816,-0.0004028234112156004,eligible,3,2,5.1940299943089485,0.5055498369038105,1.3800301030278206,region_boundary_1039_0,972,50,18,0.10082304526748971,0.18342843140686807
case_012,3,59088,24032,20230,20637,2.458721704394141,2.9208106772120614,2.8632068614624218,308780,43320,39168,0,43320,-0.0005760381574963969,eligible,5,3,3.4529920294880867,0.31452324241399765,0.9452290907502174,region_repartition_2_0,972,50,18,0.10082304526748971,0.18342843140686807
case_012,4,59088,19733,15724,16168,2.994374904981503,3.7578224370389215,3.6546264225630876,308780,86400,49536,0,86400,-0.0010319601447583394,eligible,5,4,4.04251872561872,0.5350305866450071,0.9041005298495293,region_boundary_157_0,972,50,18,0.10082304526748971,0.18342843140686807
case_012,5,59088,17653,13406,13406,3.3471931116524103,4.407578696106221,4.407578696106221,308780,53568,53568,0,53568,0.0,eligible,5,5,5.2331095188856125,0.33072344586253166,1.428826980292797,structural_component_lpt,972,50,18,0.10082304526748971,0.18342843140686807
case_013,2,263949,150293,132198,132198,1.7562294983798314,1.9966187083011846,1.9966187083011846,2646016,8192,8192,0,8192,0.0,eligible,2,2,13.297433607280254,1.9867375418543816,1.2734095267951488,structural_component_lpt,1968,246,3,0.0040650406504065045,0.0040650406504065045
case_013,3,263949,113875,88351,88351,2.3178836443468716,2.98750438591527,2.98750438591527,3037184,16384,16384,0,16384,0.0,eligible,3,3,13.40358193591237,1.337986895814538,1.4197251237928867,structural_component_lpt,1968,246,3,0.0040650406504065045,0.0040650406504065045
case_013,4,263949,88543,66982,66982,2.9810261680765278,3.9405959810098237,3.9405959810098237,2646016,24576,24576,0,24576,0.0,eligible,4,4,13.141944978386164,1.108208267018199,1.5509620793163776,structural_component_lpt,1968,246,3,0.0040650406504065045,0.0040650406504065045
case_013,5,263949,88581,54363,54363,2.9797473498831577,4.855305998565201,4.855305998565201,2648064,32768,32768,0,32768,0.0,eligible,5,5,12.665459923446178,0.6790740601718426,1.5342041235417128,structural_component_lpt,1968,246,3,0.0040650406504065045,0.0040650406504065045
case_014,2,17698626,9789960,8909568,8809441,1.807834352745057,1.9864740916731316,2.0090521067114246,192577700,69998520,100009368,60105312,9893208,0.00022578015038293042,eligible,2,2,371.359644819051,2379.213624594733,76.26217641867697,structural_component_round_robin,35705,1340,123,0.0034729029547682397,0.0020271978900422787
case_014,3,17698626,6951364,6002519,5934863,2.546065203893797,2.9485331075170276,2.982145670422384,193506212,84088488,98997144,64302072,19786416,0.00033612562905356304,eligible,3,3,407.54173647612333,2527.513170449063,114.4642285220325,structural_component_pipe,35705,1340,123,0.0034729029547682397,0.0020271978900422787
case_014,4,17698626,5547598,4543360,4513468,3.190322370150108,3.8954927630652203,3.921292008717022,192767396,76510104,101075352,48305040,28205064,0.00025799245651801693,eligible,4,4,361.9852443449199,2347.9648358952254,73.8678122125566,structural_component_round_robin,35705,1340,123,0.0034729029547682397,0.0020271978900422787
case_014,5,17698626,4697656,3694137,3678253,3.7675440687866457,4.791004231840887,4.811693486010886,193966244,88763688,104708616,52398024,36365664,0.00020689254169998784,eligible,5,5,381.7868993766606,2409.046391716227,82.49674797616899,structural_component_round_robin,35705,1340,123,0.0034729029547682397,0.0020271978900422787
case_015,2,177362,93955,90480,90480,1.8877334894364324,1.960234305923961,1.960234305923961,1044220,199944,199944,90120,109824,0.0,eligible,2,2,5.4683409743011,0.5436542239040136,1.7227900307625532,structural_component_lpt,1013,46,28,0.14313919052319843,0.1764072667456881
case_015,3,177362,87939,61018,60815,2.0168753340383674,2.906716051001344,2.9164186467154485,1038332,298252,212736,90124,208128,9.702595714104589e-05,eligible,3,3,4.171139957383275,0.5742413159459829,0.9172959346324205,structural_component_pipe,1013,46,28,0.14313919052319843,0.1764072667456881
case_015,4,177362,74224,48866,48866,2.3895505496874327,3.6295583841525807,3.6295583841525807,2845122,365824,365824,40960,324864,0.0,eligible,4,4,5.520855784416199,0.5337915234267712,1.5932099781930447,structural_component_lpt,1013,46,28,0.14313919052319843,0.1764072667456881
case_015,5,177362,71787,44068,42569,2.4706701770515553,4.024734501225379,4.166459160421903,2845122,331776,326144,0,331776,0.0014172465919652399,eligible,5,5,5.2258798480033875,0.524424409493804,1.0459831431508064,structural_component_lpt,1013,46,28,0.14313919052319843,0.1764072667456881
case_016,2,7715523,5440637,5440637,5619775,1.4181286125135715,1.4181286125135715,1.3729238270215445,134500220,134500220,119572408,0,134500220,-0.00045204785492027,insufficient_independent_components,2251,2,100.2206537052989,54.39442327991128,0,directed_split,17995,1,2439,1.0,1.0
case_016,3,7715523,4478897,4478897,4734206,1.7226390783266505,1.7226390783266505,1.6297396015298025,134500220,134500220,119572408,0,134500220,-0.0009289947679684807,insufficient_independent_components,2251,3,99.778130447492,43.89784846827388,0,directed_split,17995,1,2439,1.0,1.0
case_016,4,7715523,4266542,4266542,4545411,1.808378541685515,1.808378541685515,1.6974313213920589,134500220,134500220,119572408,0,134500220,-0.0011094722029345605,insufficient_independent_components,2251,4,96.04565201513469,45.11484324373305,0,directed_split,17995,1,2439,1.0,1.0
case_016,5,7715523,4158373,4158373,4082154,1.8554186938016384,1.8554186938016384,1.8900617174168344,134500220,134500220,119572408,0,134500220,0.00034643023615196,insufficient_independent_components,2251,5,108.08373861946166,47.8468359336257,0,directed_split,17995,1,2439,1.0,1.0
case_017,2,162810,86968,81117,81776,1.872067887038911,2.0071008543215356,1.99092643318333,445936,110100,87552,0,110100,-0.00016174421138205554,eligible,3,2,7.828065851703286,0.7216221746057272,2.7378992028534412,directed_split,1373,60,17,0.11798980335032774,0.04447488526017296
case_017,3,162810,58877,53799,49383,2.7652563819488085,3.0262644287068534,3.296883542919628,427492,196920,175104,0,196920,0.0027061911421277472,eligible,5,3,8.269366951659322,0.714910052716732,2.5891609247773886,region_repartition_2_0,1373,60,17,0.11798980335032774,0.04447488526017296
case_017,4,162810,58607,41101,39733,2.7779958025491833,3.961217488625581,4.097601489945386,1472406,285984,259200,0,285984,0.0013638400131980478,eligible,6,4,8.276203339919448,0.9005264844745398,2.410427814349532,region_repartition_2_0,1373,60,17,0.11798980335032774,0.04447488526017296
case_017,5,162810,49911,33081,33998,3.262006371340987,4.921556180284756,4.788811106535679,1472406,359460,340992,0,359460,-0.0013274507374907696,eligible,7,5,8.280238803476095,0.7553055994212627,2.3543717712163925,region_repartition_2_0,1373,60,17,0.11798980335032774,0.04447488526017296
case_018,2,1004367,560808,501235,504287,1.7909284460991997,2.003784651909783,1.9916575283519107,8809488,2622524,2880512,528384,2094140,-0.00012127123557872376,eligible,3,2,15.694281237199903,3.394215414300561,2.9485196005553007,directed_split,2727,126,27,0.021635496883021636,0.027036250416544547
case_018,3,1004367,392394,336388,339082,2.5595880670958273,2.9857396815582007,2.9620180369350186,8383504,4077600,4131968,1024000,3053600,-0.00023721644623182048,eligible,4,3,19.513343151658773,3.520417496562004,6.01657335832715,directed_split,2727,126,27,0.021635496883021636,0.027036250416544547
case_018,4,1004367,316398,253676,253676,3.1743784726831397,3.9592511707847806,3.9592511707847806,8436752,4938752,4938752,1159168,3779584,0.0,eligible,4,4,20.249349169433117,3.6342654284089804,6.416124578565359,structural_component_lpt,2727,126,27,0.021635496883021636,0.027036250416544547
case_018,5,1004367,271848,203806,205219,3.694590359318443,4.928054129907854,4.894122863867381,8879120,5603348,5345280,458752,5144596,-0.0003393126604047314,eligible,7,5,20.599564094096422,3.359598072245717,6.6453790701925755,region_repartition_2_0,2727,126,27,0.021635496883021636,0.027036250416544547
case_019,2,81144,46867,40136,41643,1.731367486717733,2.021726131154076,1.9485627836611195,277524,42540,27168,0,42540,-0.0007316334749295672,eligible,3,2,2.60202925093472,0.1899160910397768,0.6888745464384556,region_boundary_1018_0,647,31,78,0.26275115919629055,0.3053343710710651
case_019,3,81144,31916,27848,28153,2.5424238626394287,2.9138178684286125,2.8822505594430434,295712,83520,27168,0,83520,-0.0003156730898556903,eligible,4,3,2.8648871779441833,0.200907988473773,0.7981120403856039,region_boundary_1018_0,647,31,78,0.26275115919629055,0.3053343710710651
case_019,4,81144,25256,25256,24099,3.212860310421286,3.212860310421286,3.3671106684924688,256668,256668,51744,0,256668,0.0015425035807118271,dominant_component,17,4,1.9571526125073433,0.17643047496676445,0,region_boundary_549_0,647,31,78,0.26275115919629055,0.3053343710710651
case_019,5,81144,23450,23450,21122,3.4602985074626864,3.4602985074626864,3.841681658933813,568740,568740,386184,0,568740,0.0038138315147112677,dominant_component,43,5,1.9874681569635868,0.1378482710570097,0,directed_split,647,31,78,0.26275115919629055,0.3053343710710651
case_020,2,532746,274893,266580,266580,1.9380122447643264,1.9984469952734638,1.9984469952734638,1007616,0,0,0,0,0.0,eligible,2,2,34.97290086001158,10.830428682267666,8.98826196603477,structural_component_lpt,7008,288,23,0.003995433789954338,0.003995433789954338
case_020,3,532746,186125,177950,177950,2.8623022162525187,2.993796010115201,2.993796010115201,1097728,0,0,0,0,0.0,eligible,3,3,29.46001187339425,6.366946555674076,9.243040356785059,structural_component_lpt,7008,288,23,0.003995433789954338,0.003995433789954338
case_020,4,532746,140370,133704,133704,3.7952981406283395,3.984518039849219,3.984518039849219,1052672,0,0,0,0,0.0,eligible,4,4,32.198134208098054,5.4340097811073065,7.319168969988823,structural_component_lpt,7008,288,23,0.003995433789954338,0.003995433789954338
case_020,5,532746,113552,107650,107650,4.6916478793856555,4.948871342313051,4.948871342313051,1060864,0,0,0,0,0.0,eligible,5,5,28.17351039685309,4.8880958911031485,7.6737401727586985,structural_component_lpt,7008,288,23,0.003995433789954338,0.003995433789954338
case_021,2,6567937,3168548,3168548,3109260,2.0728538750241436,2.0728538750241436,2.11237947292925,50104320,50104320,9113600,0,50104320,0.0003952559790510657,all_components_have_large_union_footprint,124,2,23.59308839403093,2.685759821906686,0,directed_split,3920,80,6,0.0125,0.0125
case_021,3,6567937,2124156,2124156,2101777,3.092021960722282,3.092021960722282,3.1249447491337095,50071552,50071552,12288000,0,50071552,0.00032922788411427373,all_components_have_large_union_footprint,123,3,24.52293019928038,2.902403110638261,0,grain_1.0,3920,80,6,0.0125,0.0125
case_021,4,6567937,1611899,1611899,1550324,4.07465790350388,4.07465790350388,4.236493145948847,50057216,50057216,4608000,0,50057216,0.0016183524244496716,all_components_have_large_union_footprint,123,4,21.50126708857715,2.9520089253783226,0,region_boundary_459_0,3920,80,6,0.0125,0.0125
case_021,5,6567937,1313319,1313319,1249504,5.001021838563212,5.001021838563212,5.256435353548288,50089984,50089984,14438400,0,50089984,0.002554135149850758,all_components_have_large_union_footprint,124,5,23.649000426754355,2.755043253302574,0,directed_split,3920,80,6,0.0125,0.0125
case_022,2,56780,30615,28303,28303,1.8546464151559694,2.006147758188178,2.006147758188178,261196,6912,6912,0,6912,0.0,eligible,2,2,7.117866285145283,0.7422898001968861,2.3533492106944323,structural_component_pipe,1356,32,35,0.13495575221238937,0.1307080858839653
case_022,3,56780,23185,18978,18978,2.4489971964632304,2.9918853409210664,2.9918853409210664,245832,13824,13824,0,13824,0.0,eligible,3,3,7.1335343681275845,0.7357472609728575,2.1945603657513857,structural_component_lpt,1356,32,35,0.13495575221238937,0.1307080858839653
case_022,4,56780,21271,14336,14336,2.669362042217103,3.960658482142857,3.960658482142857,642198,20736,20736,0,20736,0.0,eligible,4,4,6.666342651471496,0.7272921744734049,1.5625712536275387,structural_component_lpt,1356,32,35,0.13495575221238937,0.1307080858839653
case_022,5,56780,21681,11479,11603,2.6188828928554955,4.9464239045213,4.893562009825045,642198,24612,20736,0,24612,-0.0005286189469625491,eligible,6,5,6.719360858201981,0.679656570777297,1.9236781690269709,directed_split,1356,32,35,0.13495575221238937,0.1307080858839653
case_023,2,122614,70543,61065,61065,1.7381455282593596,2.0079259805125687,2.0079259805125687,462508,73728,73728,0,73728,0.0,eligible,2,2,5.094008611515164,0.4656817503273487,1.5679347310215235,structural_component_lpt,1011,43,30,0.12561819980217606,0.07138605442176871
case_023,3,122614,48836,40682,40682,2.5107297894995497,3.0139619487734133,3.0139619487734133,756744,207264,207264,0,207264,0.0,eligible,3,3,5.118682628497481,0.4957901556044817,1.5173586662858725,structural_component_lpt,1011,43,30,0.12561819980217606,0.07138605442176871
case_023,4,122614,38355,30516,30516,3.1968191891539566,4.018023332022546,4.018023332022546,740360,281280,281280,0,281280,0.0,eligible,4,4,5.075666967779398,0.47148208133876324,1.5142362881451845,structural_component_lpt,1011,43,30,0.12561819980217606,0.07138605442176871
case_023,5,122614,31905,24940,24573,3.843096693308259,4.91635926222935,4.989785536971473,723976,280992,344640,0,280992,0.0007342627474212282,eligible,5,5,5.040840074419975,0.46408121287822723,1.4240774903446436,structural_component_pipe,1011,43,30,0.12561819980217606,0.07138605442176871
case_024,2,2555343,1803647,1803647,1782398,1.4167644777498036,1.4167644777498036,1.4336545485351757,44243528,44243528,39329048,0,44243528,0.0001689007078537208,insufficient_independent_components,745,2,27.891308253630996,6.942444570362568,0,grain_0.25,5959,1,807,1.0,1.0
case_024,3,2555343,1483888,1483888,1556206,1.7220592120160012,1.7220592120160012,1.6420338952555125,44243528,44243528,39329048,0,44243528,-0.0008002531676048874,insufficient_independent_components,746,3,27.794584715738893,6.048417799174786,0,directed_split,5959,1,807,1.0,1.0
case_024,4,2555343,1413568,1413568,1401810,1.8077255568886677,1.8077255568886677,1.8228882658848204,44243528,44243528,39329048,0,44243528,0.00015162708996152796,insufficient_independent_components,746,4,22.362391838803887,6.795897541567683,0,directed_split,5959,1,807,1.0,1.0
case_024,5,2555343,1378992,1378992,1333910,1.8530513592537157,1.8530513592537157,1.9156787189540523,44243528,44243528,39329048,0,44243528,0.0006262735970033661,insufficient_independent_components,746,5,28.006029484793544,4.84437320753932,0,directed_split,5959,1,807,1.0,1.0
case_025,2,4863026,2782996,2431840,2431840,1.7474067515727654,1.9997310678334101,1.9997310678334101,26403840,27648,27648,0,27648,0.0,eligible,2,2,251.9173333980143,255.3470181003213,25.050925949588418,structural_component_lpt,18662,2666,5,0.00037509377344336085,0.00037509377344336085
case_025,3,4863026,1864617,1622164,1622164,2.6080562388951725,2.9978633479722148,2.9978633479722148,26428416,55296,55296,0,55296,0.0,eligible,3,3,246.24978647753596,156.06783414632082,22.770653903484344,structural_component_lpt,18662,2666,5,0.00037509377344336085,0.00037509377344336085
case_025,4,4863026,1401788,1217444,1217444,3.469159387867495,3.9944555971362954,3.9944555971362954,26436096,82944,82944,0,82944,0.0,eligible,4,4,256.4610758256167,112.94567685946822,22.425858411937952,structural_component_lpt,18662,2666,5,0.00037509377344336085,0.00037509377344336085
case_025,5,4863026,1128061,975282,975282,4.3109601342480595,4.986276789687495,4.986276789687495,26463744,110592,110592,0,110592,0.0,eligible,5,5,224.36268017999828,67.8773772250861,20.24645716883242,structural_component_lpt,18662,2666,5,0.00037509377344336085,0.00037509377344336085
case_026,2,99203,62536,51839,55057,1.5863342714596393,1.91367503231158,1.8018235646693428,1435860,218580,21936,0,218580,-0.0011185146764223731,eligible,3,2,2.955663461238146,0.21735717728734016,0.835403548553586,region_boundary_854_0,636,31,48,0.3113207547169811,0.4233317778814746
case_026,3,99203,50092,50092,41670,1.9804160344965265,1.9804160344965265,2.380681545476362,1425620,1425620,95664,0,1425620,0.004002655109798354,dominant_component,41,3,2.1284536477178335,0.2059733998030424,0,directed_split,636,31,48,0.3113207547169811,0.4233317778814746
case_026,4,99203,50038,50038,42208,1.9825532595227626,1.9825532595227626,2.3503364291129643,1454292,1454292,191328,0,1454292,0.0036778316959020165,dominant_component,42,4,2.327751312404871,0.23885169252753258,0,directed_split,636,31,48,0.3113207547169811,0.4233317778814746
case_026,5,99203,50757,50757,44780,1.9544693342790158,1.9544693342790158,2.2153416703885664,1458396,1458396,211680,0,1458396,0.0026087233610955062,dominant_component,42,5,1.4904836174100637,0.14745722338557243,0,directed_split,636,31,48,0.3113207547169811,0.4233317778814746
case_027,2,2363952,1157230,1157230,1119508,2.042767643424384,2.042767643424384,2.1115990238569085,18079744,18079744,3317760,0,18079744,0.0006883138043252446,all_components_have_large_union_footprint,91,2,7.232874810695648,0.8738787993788719,0,directed_split,1424,16,44,0.0625,0.0625
case_027,3,2363952,816499,816499,837049,2.8952295103851933,2.8952295103851933,2.8241500796249683,19480576,19480576,3686400,0,19480576,-0.0007107943076022494,all_components_have_large_union_footprint,178,3,6.427865367382765,1.1666831858456135,0,grain_0.25,1424,16,44,0.0625,0.0625
case_027,4,2363952,644890,644890,559196,3.6656670129789575,3.6656670129789575,4.227412213249022,19480576,19480576,3317760,0,19480576,0.005617452002700647,all_components_have_large_union_footprint,178,4,7.409526551142335,1.0163760520517826,0,grain_0.25,1424,16,44,0.0625,0.0625
case_027,5,2363952,644890,644890,558753,3.6656670129789575,3.6656670129789575,4.230763861670542,19480576,19480576,5529600,0,19480576,0.005650968486915842,all_components_have_large_union_footprint,178,4,5.196317821741104,0.6427234448492527,0,grain_0.25,1424,16,44,0.0625,0.0625
case_028,2,43836040,20808183,20808183,22648929,2.106673129508713,2.106673129508713,1.9354575220753263,310682880,310682880,290612448,165888,310516992,-0.001712156074333866,all_components_have_large_union_footprint,612,2,123.66986957006156,21.007302965968847,0,grain_1.0,19584,153,123,0.006535947712418301,0.006535947712418301
case_028,3,43836040,13957556,13957556,16289869,3.1406673202672444,3.1406673202672444,2.6910001547587643,310848768,310848768,291085560,165888,310682880,-0.0044966716550848005,all_components_have_large_union_footprint,613,3,125.23853906989098,20.420222448185086,0,directed_split,19584,153,123,0.006535947712418301,0.006535947712418301
case_028,4,43836040,10676362,10676362,13397525,4.105896746476,4.105896746476,3.271950602816565,310848768,310848768,290612448,165888,310682880,-0.008339461436594347,all_components_have_large_union_footprint,613,4,134.3998791538179,20.013942439109087,0,local_reschedule,19584,153,123,0.006535947712418301,0.006535947712418301
case_028,5,43836040,9004662,9004662,11427204,4.868149409716878,4.868149409716878,3.836112490859531,286344264,286344264,291085560,9700224,276644040,-0.010320369188573469,all_components_have_large_union_footprint,308,5,139.3636333718896,14.051694868132472,0,region_boundary_8758_0,19584,153,123,0.006535947712418301,0.006535947712418301
case_029,2,37555,21011,19740,19740,1.7873970777211936,1.9024822695035462,1.9024822695035462,215168,0,0,0,0,0.0,eligible,2,2,2.302534718066454,0.19528330117464066,0.33936673402786255,structural_component_lpt,861,21,11,0.047619047619047616,0.047619047619047616
case_029,3,37555,15845,12743,12743,2.3701483117702744,2.9471082162756024,2.9471082162756024,77858,0,0,0,0,0.0,eligible,3,3,3.2115961089730263,0.26004936546087265,0.3002084195613861,structural_component_lpt,861,21,11,0.047619047619047616,0.047619047619047616
case_029,4,37555,19188,11028,11028,1.9572128413591827,3.405422560754443,3.405422560754443,182572,0,0,0,0,0.0,eligible,4,4,3.1026186756789684,0.2759043835103512,0.2553795576095581,structural_component_lpt,861,21,11,0.047619047619047616,0.047619047619047616
case_029,5,37555,15573,9383,9383,2.4115456238361266,4.002451241607162,4.002451241607162,139392,0,0,0,0,0.0,eligible,5,5,2.9228165224194527,0.14786740764975548,0.2667646575719118,structural_component_lpt,861,21,11,0.047619047619047616,0.047619047619047616
case_030,2,2808034,1480948,1399339,1399653,1.8961057376761372,2.006686013896561,2.0062358313096174,26450440,5285020,14469120,2908160,2376860,-4.5018258694362605e-06,eligible,3,2,79.71908880770206,55.68723774328828,16.107230234891176,directed_split,10070,486,11,0.005660377358490566,0.007304212528093125
case_030,3,2808034,1033665,932367,933857,2.716580323412324,3.0117260692409746,3.0069207598165457,28039688,8365156,9242624,4115456,4249700,-4.805309424428916e-05,eligible,4,3,83.01845727674663,74.59696927852929,15.820312455296516,directed_split,10070,486,11,0.005660377358490566,0.007304212528093125
case_030,4,2808034,826197,700342,700342,3.3987463038476298,4.009518206818954,4.009518206818954,27921928,10404864,10404864,4585472,5819392,0.0,eligible,4,4,91.67531522363424,101.92543423175812,19.378726551309228,structural_component_lpt,10070,486,11,0.005660377358490566,0.007304212528093125
case_030,5,2808034,822040,560306,561102,3.415933531215026,5.011607942802683,5.004498290863337,27385352,11168828,11479040,3504128,7664700,-7.109651939345873e-05,eligible,6,5,90.87631009146571,73.12142209522426,19.41943620145321,directed_split,10070,486,11,0.005660377358490566,0.007304212528093125
case_031,2,1414369,767070,712262,712262,1.8438591002124969,1.985742605951181,1.985742605951181,14805214,5250048,5250048,3518976,1731072,0.0,eligible,2,2,50.661563482135534,27.266717890277505,16.122001325711608,structural_component_lpt,6135,107,135,0.34995925020374896,0.04217761416389677
case_031,3,1414369,549864,473822,473822,2.5722160388750672,2.985021801435982,2.985021801435982,16894362,7544832,7544832,4082688,3462144,0.0,eligible,3,3,50.29910449869931,22.16516093723476,15.077298192307353,structural_component_lpt,6135,107,135,0.34995925020374896,0.04217761416389677
case_031,4,1414369,444414,356417,358129,3.182548254555437,3.968298369606388,3.9493283146575675,16928154,7926272,7953408,2199552,5726720,-0.00018970054948820537,eligible,5,4,55.33382787182927,20.242057602852583,16.95776771567762,directed_split,6135,107,135,0.34995925020374896,0.04217761416389677
case_031,5,1414369,383314,284848,284848,3.6898443573675888,4.965346430376902,4.965346430376902,16928154,7931904,7931904,1657344,6274560,0.0,eligible,5,5,44.917089788243175,17.777033392339945,14.826846845448017,structural_component_lpt,6135,107,135,0.34995925020374896,0.04217761416389677
case_032,2,41443,24411,20900,20102,1.6977182417762484,1.9829186602870814,2.0616356581434685,422634,96344,6216,0,96344,0.0007871699785638709,eligible,3,2,4.357044097036123,0.34194636531174183,1.2330493051558733,region_boundary_1145_0,827,25,29,0.22853688029020555,0.23440966231205324
case_032,3,41443,21016,14009,14137,1.971973734297678,2.958312513384253,2.93152719813256,566472,96406,12432,0,96406,-0.0002678531525169303,eligible,4,3,4.227656684815884,0.3282396886497736,1.182466907426715,directed_split,827,25,29,0.22853688029020555,0.23440966231205324
case_032,4,41443,16054,10933,11004,2.5814750218014204,3.790633860788439,3.7661759360232643,308914,63656,18576,0,63656,-0.0002445792476517461,eligible,5,4,2.993190299719572,0.21236508339643478,0.7812626175582409,directed_split,827,25,29,0.22853688029020555,0.23440966231205324
case_032,5,41443,18512,18512,10415,2.238710025929127,2.238710025929127,3.9791646663466156,641388,641388,12360,0,641388,0.017404546404174884,dominant_component,104,5,2.186881707981229,0.28096882067620754,0,grain_0.25,827,25,29,0.22853688029020555,0.23440966231205324
case_033,2,1774196,933029,888544,889697,1.9015443249888266,1.996745237152015,1.994157561506895,17253152,6312520,6664224,3076608,3235912,-2.5876756451199688e-05,eligible,3,2,29.081947922706604,6.915350038558245,9.982934536412358,directed_split,3465,95,33,0.01847041847041847,0.02140727442044734
case_033,3,1774196,651228,590697,592065,2.7243853151277277,3.0035635867458272,2.9966236815214544,17306912,7602264,6990912,2145792,5456472,-6.939905224372821e-05,eligible,5,3,31.277272874489427,6.896761782467365,9.922624476253986,region_repartition_2_0,3465,95,33,0.01847041847041847,0.02140727442044734
case_033,4,1774196,520489,443447,443447,3.4087098862800174,4.000920064855552,4.000920064855552,19507818,7214688,7214688,1935360,5279328,0.0,eligible,4,4,29.7558473367244,7.482411235570908,9.83685839921236,structural_component_lpt,3465,95,33,0.01847041847041847,0.02140727442044734
case_033,5,1774196,445303,353592,355102,3.9842444358111218,5.017636145614154,4.996299654747086,19539018,8227976,7816320,1024512,7203464,-0.0002133649086706768,eligible,6,5,31.935358652845025,5.645412124693394,9.382599964737892,directed_split,3465,95,33,0.01847041847041847,0.02140727442044734
case_034,2,842996,451139,419167,418477,1.8685948233249619,2.0111220587498537,2.0144380694757418,9837932,1915392,2904064,676864,1238528,3.316010725888052e-05,eligible,2,2,29.29344968125224,8.680431796237826,9.557072112336755,structural_component_lpt,3745,155,23,0.025100133511348464,0.013855221370293441
case_034,3,842996,339740,278067,278067,2.481297462765644,3.0316290678145914,3.0316290678145914,12183994,2762240,2762240,433664,2328576,0.0,eligible,3,3,30.944849276915193,8.288114896044135,9.886340389028192,structural_component_lpt,3745,155,23,0.025100133511348464,0.013855221370293441
case_034,4,842996,274188,205314,211953,3.0745182137803257,4.105886593218193,3.9772779814392814,12211642,3207748,3052032,49152,3158596,-0.0012860861177891136,eligible,5,4,33.478135047480464,5.081410426646471,10.502978218719363,directed_split,3745,155,23,0.025100133511348464,0.013855221370293441
case_034,5,842996,252888,167930,171637,3.3334756888424915,5.019924968736974,4.911505095055262,12190138,3885104,3667968,24576,3860528,-0.0010841987368171147,eligible,6,5,32.619323294609785,6.563541725277901,9.920528549700975,directed_split,3745,155,23,0.025100133511348464,0.013855221370293441
case_035,2,169571,134660,95406,95406,1.2592529333135303,1.7773620107750037,1.7773620107750037,2328824,0,0,0,0,0.0,eligible,2,2,20.162715435028076,5.341807501390576,4.1503068171441555,structural_component_lpt,3857,16,332,0.6300233341975628,0.48921740551480525
case_035,3,169571,125507,125507,95424,1.351087987124224,1.351087987124224,1.77702674379611,2368256,2368256,0,0,2368256,0.004259387566718859,dominant_component,245,3,17.495525881648064,2.348323155194521,0,directed_split,3857,16,332,0.6300233341975628,0.48921740551480525
case_035,4,169571,125981,125981,85446,1.346004556242608,1.346004556242608,1.9845399433560378,2328824,2328824,1156872,0,2328824,0.006385353871134298,dominant_component,242,4,17.781677473336458,2.4557545091956854,0,grain_0.5,3857,16,332,0.6300233341975628,0.48921740551480525
case_035,5,169571,126070,126070,79391,1.3450543348933133,1.3450543348933133,2.135897016034563,2328824,2328824,1156872,0,2328824,0.007908426811412496,dominant_component,242,5,15.591931596398354,1.9237568639218807,0,grain_0.5,3857,16,332,0.6300233341975628,0.48921740551480525
case_036,2,931510,473570,466068,466068,1.9669953755516607,1.998656848356892,1.998656848356892,366336,1152,1152,0,1152,0.0,eligible,2,2,16.5368494912982,2.577800938859582,2.3605171255767345,structural_component_lpt,2400,800,2,0.00125,0.00125
case_036,3,931510,323419,311345,311345,2.880195659500524,2.991890025534375,2.991890025534375,507264,2304,2304,0,2304,0.0,eligible,3,3,18.130641484633088,2.0655098110437393,1.5899749509990215,structural_component_lpt,2400,800,2,0.00125,0.00125
