case,cores,method,makespan,baseline_makespan,speedup,added_copy_bytes,plan_path,plan_sha256,evidence
case_077,5,component_pipe_lpt,115074,495320,4.304360672263066,1146880,solutions/5cores/case_077_multicore_res.json,da438ecc5d8c327eee532e6c8132a767c7e3d19fddf5eb8a44fd307ed6016a4e,delivered_method_reconstruction_and_replay
case_078,1,official_singlecore,2296143,2296143,1.0,12644568,solutions/1cores/case_078_multicore_res.json,7395af0f84e8df20ccc8d47ee4ad7a012b77bbb4c064bbe6f87ba64d9ae77700,new_full_search_and_replay
case_078,2,component_batches_128,1080972,2296143,2.1241466013920807,15039360,solutions/2cores/case_078_multicore_res.json,7d70fa501abe8ed79772ed56bd025faaac9e7d436ebf53aad1832d6d46fe012b,new_full_search_and_replay
case_078,3,component_batches_128,850256,2296143,2.7005313693758115,15039360,solutions/3cores/case_078_multicore_res.json,23c3822b16472e5d6b4bf9cbbb1cc2e01ca9def8b80eb912b09403595c0b87b3,new_full_search_and_replay
case_078,4,component_batches_128,619540,2296143,3.706206217516222,15039360,solutions/4cores/case_078_multicore_res.json,ae5d76e5281d37787e23a0e0e12c525d3ad7ecedc21738916fc9faea89a08bb8,new_full_search_and_replay
case_078,5,critical_cut_b0.16_s1.0,528769,2296143,4.342431193961825,15874944,solutions/5cores/case_078_multicore_res.json,54a92d26ce72a12f0e17194b5762a96d657ff36ea2b751eec822b49ee66c73c8,delivered_method_reconstruction_and_replay
case_079,1,official_singlecore,31052251,31052251,1.0,32448512,solutions/1cores/case_079_multicore_res.json,6bcfd48508248d8c3fa3b67dbd85d671359da77cd2ea2a932edeebf9ef77d31a,new_full_search_and_replay
case_079,2,component_batches,14772668,31052251,2.102006963129477,57446400,solutions/2cores/case_079_multicore_res.json,f1226a0687869db7daad09fdf6ed21ed072eee08a4c4ae3c12b1fc41a3818476,new_full_search_and_replay
case_079,3,component_batches,9860476,31052251,3.1491634886591684,59879424,solutions/3cores/case_079_multicore_res.json,78e12709293dd9d76f06489412b10242328afb46205615954552ad6829e262b1,new_full_search_and_replay
case_079,4,component_batches,7404380,31052251,4.193767877931711,62312448,solutions/4cores/case_079_multicore_res.json,5fc2fbb1bfd56dd77b6289b08cf578efb3362cd2dd5cf466aa1294204cab6c1a,new_full_search_and_replay
case_079,5,component_batches,5972750,31052251,5.198987233686325,63731712,solutions/5cores/case_079_multicore_res.json,1486c1a33c3955a89a32a6e798227ce17b4622017ffe7e0c8351e399590305b6,delivered_method_reconstruction_and_replay
case_080,1,official_singlecore,292138,292138,1.0,548864,solutions/1cores/case_080_multicore_res.json,c5c67eb6e7810bb4f0652235585b7066576e77f2cb7aab78ce3b23bfd347f0d9,new_full_search_and_replay
case_080,2,component_round_robin,145926,292138,2.0019598974822856,2191360,solutions/2cores/case_080_multicore_res.json,92ca363b9c6db1f5e8155d33d7b3473e345ff4dfad54740f4f3916b6436a0cfe,new_full_search_and_replay
case_080,3,component_round_robin,100325,292138,2.9119162721156244,3047424,solutions/3cores/case_080_multicore_res.json,d1538f5b1ff719f8474207fcc373c03e585b178a140b8563d710d5863e3ef4d4,new_full_search_and_replay
case_080,4,component_round_robin,111314,292138,2.6244497547478303,4190208,solutions/4cores/case_080_multicore_res.json,79c56407e150366527dd48d24be659091bea2e30370723c559dfcb9d71128d1b,new_full_search_and_replay
case_080,5,component_group4,89651,292138,3.2586139585726874,2158592,solutions/5cores/case_080_multicore_res.json,2cbf1e59b35cd39461f23d7d8d61ac4d6814055f39e92304e35a8dc5ac39aa03,delivered_method_reconstruction_and_replay
case_081,1,official_singlecore,151795,151795,1.0,0,solutions/1cores/case_081_multicore_res.json,60f6a58b2ad79a0387989c34d0acd20d3cf083d5f7ec0a8ddf4c665b1c48b61e,new_full_search_and_replay
case_081,2,component_round_robin,76860,151795,1.9749544626593807,0,solutions/2cores/case_081_multicore_res.json,b29bfdb6b94f1ab53f8eb8b26d4339615f498a9e9e5740cba5c598d2fbc2e412,new_full_search_and_replay
case_081,3,component_round_robin,51943,151795,2.9223379473653814,0,solutions/3cores/case_081_multicore_res.json,088e938472b8692ba11727fb7a1206456ed7fea5858fdadcebb5619d2a2b3392,new_full_search_and_replay
case_081,4,component_round_robin,39588,151795,3.834369000707285,0,solutions/4cores/case_081_multicore_res.json,40493bfece136582b721f934a3138cbe92d30e5f9c4e1f0ad7576d9dc6e79efa,new_full_search_and_replay
case_081,5,component_round_robin,30943,151795,4.905632937982743,0,solutions/5cores/case_081_multicore_res.json,84eb89e9c9d9dbb3c261be1dc24c522456d3fcd7953a5db1b8a356e2831188fc,delivered_method_reconstruction_and_replay
case_082,1,official_singlecore,721041,721041,1.0,0,solutions/1cores/case_082_multicore_res.json,211f957dba459390e4ce523f4c2fef4afd01dd3b8380d80aabdd3d6e313d3a13,new_full_search_and_replay
case_082,2,window8_heft,501558,721041,1.4376024308255475,4403200,solutions/2cores/case_082_multicore_res.json,108cc922a89faeff38fb01a746bef7d60c614a9adabcaca9fae00cbb74b281c0,new_full_search_and_replay
case_082,3,window8_heft,405013,721041,1.7802910030048418,4403200,solutions/3cores/case_082_multicore_res.json,9de6f49f60d15772baaf931caf4a4c625a622b491b47a5740006378c8436cd94,new_full_search_and_replay
case_082,4,window8_heft,352859,721041,2.0434252775187822,4403200,solutions/4cores/case_082_multicore_res.json,c9d31c69c83911beec1db7dda70d8053084d22d06ebbf1166012c2a9260b02e8,new_full_search_and_replay
case_082,5,vw24_10_t15_peftins,228278,721041,3.158609239611351,3399908,solutions/5cores/case_082_multicore_res.json,43770d5c78412d6f8aca8adf196d6897e5675eb3e65d7db49b74ca40ba419b8a,delivered_method_reconstruction_and_replay
case_083,1,official_singlecore,1057993,1057993,1.0,13934688,solutions/1cores/case_083_multicore_res.json,2e3f9f587077b06c39a9fa8e44a2a5fb3986913711e0c2eb20bb2e9e32e4bd56,new_full_search_and_replay
case_083,2,component_batches_128,624895,1057993,1.693073236303699,27912000,solutions/2cores/case_083_multicore_res.json,84caed66cd913dcbba0931e7f933014ce3a1709396accdc14c4275aff727a362,new_full_search_and_replay
case_083,3,share_pack_6,482813,1057993,2.191310093141651,15511648,solutions/3cores/case_083_multicore_res.json,1dad40889a1eeef8160dffdf0b3078c167d674ca28a4bf123c74af602e12c6f9,new_full_search_and_replay
case_083,4,component_round_robin,450029,1057993,2.350944050272316,14977600,solutions/4cores/case_083_multicore_res.json,c4bfad849b9355a641687683312220392b958610c3ae350b3366e7361b0f406d,new_full_search_and_replay
case_083,5,share_pack_10,412888,1057993,2.562421286159927,17453280,solutions/5cores/case_083_multicore_res.json,e5434b15069e88c9d8ebff8457f495586ad10c1950997fbc6ad89fe5b27d0886,delivered_method_reconstruction_and_replay
case_084,1,official_singlecore,2507412,2507412,1.0,0,solutions/1cores/case_084_multicore_res.json,1f8ee2c4cb58dffd7f353047816d76ac7024f988f6d3512479e3b6418d5f0e20,new_full_search_and_replay
case_084,2,component_round_robin,1255052,2507412,1.9978550689533183,0,solutions/2cores/case_084_multicore_res.json,dfe93bca98fadab8b368486a8229c07cf966aa163bd1e7bbd69a3760597b2b2b,new_full_search_and_replay
case_084,3,component_round_robin,836220,2507412,2.998507569778288,0,solutions/3cores/case_084_multicore_res.json,4e8e45055d1463996599a92da867b4baf6267cec9d039307e531de7832142ee4,new_full_search_and_replay
case_084,4,component_round_robin,629028,2507412,3.986169137144928,0,solutions/4cores/case_084_multicore_res.json,4abbed18fa5c8ac24d99cabe5dc339f9ad5f87ad578c2de35ea07549da796a2e,new_full_search_and_replay
case_084,5,component_round_robin,503472,2507412,4.98024120507198,0,solutions/5cores/case_084_multicore_res.json,72fea9b09e6a13766651cd2ff3b9985bb3b47772cc220eb52a682cded582756e,delivered_method_reconstruction_and_replay
case_085,1,official_singlecore,3187899,3187899,1.0,0,solutions/1cores/case_085_multicore_res.json,a0023ff55bf1c1cd9c262b3209d319923d8fa7556249ad0f1e7288e7d44c2d64,new_full_search_and_replay
case_085,2,window10_peft,1742756,3187899,1.8292285322787585,20646492,solutions/2cores/case_085_multicore_res.json,f647cad5654816f2c5e609b329e1212937ad1db6c46d10dea37ee8f4b415a0ef,new_full_search_and_replay
case_085,3,window10_peft,1219527,3187899,2.614045445488292,20646492,solutions/3cores/case_085_multicore_res.json,235a54a757d37c1c2d4faa2ca47e115e541097bb3f7133d6df4a5fe01dee156d,new_full_search_and_replay
case_085,4,window10_peft,962105,3187899,3.3134626677961343,20646492,solutions/4cores/case_085_multicore_res.json,87ab752f7ec3754257b2c77916da3411154d710e7446d96c6c939f755c7f9639,new_full_search_and_replay
case_085,5,window10_peft,834212,3187899,3.82144946368549,20646492,solutions/5cores/case_085_multicore_res.json,612f9e05d5781526cd3915d20bdcb476d656bfdffe7f6eedc02d7a73a0bf242c,delivered_method_reconstruction_and_replay
case_086,1,official_singlecore,118403,118403,1.0,0,solutions/1cores/case_086_multicore_res.json,ca06a209093f4c06dc42dce2de0f1de94249bc05d4d0e32764fc6a929fe5a42b,new_full_search_and_replay
case_086,2,window16_heft,89999,118403,1.31560350670563,2032128,solutions/2cores/case_086_multicore_res.json,bbe6f04d93ff00d5c44a12af773cb8d547d6215cc75086a4be1fc7f8f03bba18,new_full_search_and_replay
case_086,3,window16_heft,80534,118403,1.4702237564258573,2032128,solutions/3cores/case_086_multicore_res.json,3c58a1d3dd5215f7582cad85cae4322cb8870b68d8583d21f7c476ee81e5db2b,new_full_search_and_replay
case_086,4,hybrid32_16,76562,118403,1.5464982628457982,1996864,solutions/4cores/case_086_multicore_res.json,dd29fab9026a42ac50573c2162587e00ef28e52c2dd9f2456a6c6594e8d5827c,new_full_search_and_replay
case_086,5,ls_vws8_24_t48_x,56910,118403,2.0805306624494815,2084358,solutions/5cores/case_086_multicore_res.json,0c775f88fafa6abdfac945714ee2cc6e965966ebfe47b536dfdcafb3cc82c7ff,delivered_method_reconstruction_and_replay
case_087,1,official_singlecore,3974071,3974071,1.0,7902720,solutions/1cores/case_087_multicore_res.json,795f398b72807e931429c714134052cd499ee676c3f5439284a9270f9e93a1a9,new_full_search_and_replay
case_087,2,component_batches,1968649,3974071,2.0186793074844727,14031360,solutions/2cores/case_087_multicore_res.json,986efbf4e003861e2885025df2eaca95bd1729fa43e3c17dfa2fba7cf8ecb953,new_full_search_and_replay
case_087,3,component_batches,1374204,3974071,2.891907606148723,15068160,solutions/3cores/case_087_multicore_res.json,6c4d00651bc7d431f2abc8c928c74bf3ad1f3c27e7abf9547f1404e687bb31b0,new_full_search_and_replay
case_087,4,component_batches,1071324,3974071,3.7094949800433854,15552000,solutions/4cores/case_087_multicore_res.json,d2c8582be4b734d12ef7ae6b1561f9107920098f5d02ff8bf89ba0c24ea29927,new_full_search_and_replay
case_087,5,rebal0.5_component_batches,807821,3974071,4.9194945414887705,16174080,solutions/5cores/case_087_multicore_res.json,3b035ac54ce341b52216e647abfc53c38fb8fb1f5a685db8ea17f30a98f5f22c,delivered_method_reconstruction_and_replay
case_088,1,official_singlecore,243623,243623,1.0,0,solutions/1cores/case_088_multicore_res.json,e4a76454d8084136fa297dd748542420e09ee0df4ab8bbf2eb2aa505357853f5,new_full_search_and_replay
case_088,2,window16_heft,171347,243623,1.421810711596935,1965530,solutions/2cores/case_088_multicore_res.json,009f196e916752a47d7f41f5282e1f235f8b17c68eb9d7b4c6adece7fbf13b41,new_full_search_and_replay
case_088,3,window16_heft,149409,243623,1.6305778099043564,1965530,solutions/3cores/case_088_multicore_res.json,a284fbeda2fb0e4a6d281916e4f500e50e4f0bbe0964aca704bf4335145ac07e,new_full_search_and_replay
case_088,4,window16_heft,128433,243623,1.8968878714972008,1965530,solutions/4cores/case_088_multicore_res.json,ffa8101e258598bcf12bb2fdedbd56297d79f29c5b96ec6d23f2bcdd44bc28e0,new_full_search_and_replay
case_088,5,vw24_8_t25_peftins,96263,243623,2.530806228769101,2261422,solutions/5cores/case_088_multicore_res.json,5ba0d258f405fa7cbd8a7da02d49a2baa41fc97bdb94dd76a2cfdc19718968fb,delivered_method_reconstruction_and_replay
case_089,1,official_singlecore,693092,693092,1.0,0,solutions/1cores/case_089_multicore_res.json,137963c26643e06da4dac2fdc3998fececcc67d6a8201593698ea4c92d8b37f4,new_full_search_and_replay
case_089,2,component_round_robin,346832,693092,1.998350786547954,238720,solutions/2cores/case_089_multicore_res.json,d9b5d821eaf8c99ac0e4fb04c98d500f61250b61e2dcfbc273a83e177ba5e58d,new_full_search_and_replay
case_089,3,component_round_robin,243614,693092,2.8450417463692563,477440,solutions/3cores/case_089_multicore_res.json,528d4b797771c06b10a56535b591eaaef70d52ae02c9c3206a1274d143e4b718,new_full_search_and_replay
case_089,4,component_round_robin,178160,693092,3.8902784014369107,716160,solutions/4cores/case_089_multicore_res.json,92798550586a9bd77ddd8e4c8ef7a87e4d7bfd3ba908b7e83b6f3707e28cf4fa,new_full_search_and_replay
case_089,5,component_group8,147432,693092,4.701096098540344,954880,solutions/5cores/case_089_multicore_res.json,8653b559a8d15c73f0816dd5c03e213b6e24289adc86fb2d590ce1c70346845c,delivered_method_reconstruction_and_replay
case_090,1,official_singlecore,1178363,1178363,1.0,21233592,solutions/1cores/case_090_multicore_res.json,52828aaeac47b2ef8da5b3993a2c969b3366f0cf3a44bf11f2fe6f166b7128e9,new_full_search_and_replay
case_090,2,scene_a_peft,624755,1178363,1.8861201591023682,25833600,solutions/2cores/case_090_multicore_res.json,e3d1a51c51d344de324c0c0ce3fe9105666054363a35cccc7a1869a53fee2e17,new_full_search_and_replay
case_090,3,scene_a_peft,568880,1178363,2.0713735761496275,25833600,solutions/3cores/case_090_multicore_res.json,accdf69c9304c5d9ddc0adc8dbae279b2d801dab004ad87bab41284991a6c8ce,new_full_search_and_replay
case_090,4,scene_a_peft,552573,1178363,2.1325019499686015,25833600,solutions/4cores/case_090_multicore_res.json,cb6ee30988f856b7f75760ddf51240eb7c2236b1cb66d9460854eb04a7d01dc6,new_full_search_and_replay
case_090,5,ls_share_pack_9,488841,1178363,2.4105240763356592,23764896,solutions/5cores/case_090_multicore_res.json,d2d77ba9c21eef0903a82b27d8c1597c06dbd075cd91b493e6f62dc8b7c2a00d,delivered_method_reconstruction_and_replay
case_091,1,official_singlecore,9186769,9186769,1.0,53947008,solutions/1cores/case_091_multicore_res.json,83059801f17b3e1453a3883bd33063fd1742348321deba9e6d65bcaa13888b7b,new_full_search_and_replay
case_091,2,component_batches,4553097,9186769,2.017696745753495,65804096,solutions/2cores/case_091_multicore_res.json,62462aa9af8100224bccaab7bbf8398fff1ecf310b5ff601906edb4e55434f81,new_full_search_and_replay
case_091,3,component_batches,3051053,9186769,3.0110158689475406,68833088,solutions/3cores/case_091_multicore_res.json,c1bc2d4cc9140a11382ff99d3a92a0741a5aa9061ec32b23f844fa4465863c1c,new_full_search_and_replay
case_091,4,component_batches,2308294,9186769,3.9798955419023745,70513824,solutions/4cores/case_091_multicore_res.json,d74a93ebebd2744d30a336de9564144bb388fe936ad927d66148d4dc8acdc72e,new_full_search_and_replay
case_091,5,component_batches,1866216,9186769,4.922671866493482,74199040,solutions/5cores/case_091_multicore_res.json,7fb0b17da09b5387239b669bad6b8f01ad25aeeedcb88ddd5efa1a17d639567a,delivered_method_reconstruction_and_replay
case_092,1,official_singlecore,4815554,4815554,1.0,66000096,solutions/1cores/case_092_multicore_res.json,35b11588f2a2679e2c867d9bb4df228a8dd6e831edddf66fa52151ea365eee72,new_full_search_and_replay
case_092,2,scene_a_spine,2821724,4815554,1.7065999367762403,131186400,solutions/2cores/case_092_multicore_res.json,74ef195bc29812d322e98628963a5b802e9e98516d4bf7a1a6d61e901aef8091,new_full_search_and_replay
case_092,3,component_round_robin,2231804,4815554,2.157695747476033,66784736,solutions/3cores/case_092_multicore_res.json,515ddadf1988c24664b7aa6659134b771a63c8d915e3ecd99ac2f9fda26be3ee,new_full_search_and_replay
case_092,4,component_round_robin,1927728,4815554,2.4980464048869964,67180384,solutions/4cores/case_092_multicore_res.json,232c41f3a0279a26674846788afa2660903bb939b6cce1c9d267a0237f45609f,new_full_search_and_replay
case_092,5,share_pack_10,1618214,4815554,2.975844974768479,69058400,solutions/5cores/case_092_multicore_res.json,29cf7ea5c1c6d5093db611cfb657734fad918886a0cb55cf0c806fb5b75f5e6c,delivered_method_reconstruction_and_replay
case_093,1,official_singlecore,74205,74205,1.0,0,solutions/1cores/case_093_multicore_res.json,4adf08b30954139c59001036b4da46d5c350f7c5749f8889fa068577b5aadb38,new_full_search_and_replay
case_093,2,component_round_robin,37827,74205,1.9616940280751844,8192,solutions/2cores/case_093_multicore_res.json,a4ac0ac6c88c3400226c1bcaeb6a4713c246a07fdd6126c6c072bf85b419147f,new_full_search_and_replay
case_093,3,component_round_robin,25103,74205,2.956021192686133,16384,solutions/3cores/case_093_multicore_res.json,192e6119d9a339e633dfcf116795c0a95125f3e65a7714908087f1ef24d7568d,new_full_search_and_replay
case_093,4,component_round_robin,19779,74205,3.751706355225239,24576,solutions/4cores/case_093_multicore_res.json,367ed6d57d690a52cf1240b0c14e956b200ac6404afae91c9b90b9e09d2c9ad1,new_full_search_and_replay
case_093,5,component_round_robin,15876,74205,4.674036281179139,32768,solutions/5cores/case_093_multicore_res.json,1ef2d818145b3f1f362756af88b9e0d8a60dfd1bbfa0c451974942543b52ef67,delivered_method_reconstruction_and_replay
case_094,1,official_singlecore,94892,94892,1.0,0,solutions/1cores/case_094_multicore_res.json,31327749f59682cc9fb9dcd47995cc217c277a372b6a72d33032903ba56c38ac,new_full_search_and_replay
case_094,2,component_round_robin,47498,94892,1.997810434123542,106272,solutions/2cores/case_094_multicore_res.json,ecb4c64f85687fa7e4064d718e56f4add1226d2b4c4a25df039c52829aaaaf2e,new_full_search_and_replay
case_094,3,component_lpt,32728,94892,2.8994133463700806,212544,solutions/3cores/case_094_multicore_res.json,87c5a25254d0ebca32bba01943c1548b0e1693e1f9e1657de032c8193b158911,new_full_search_and_replay
case_094,4,component_lpt,24854,94892,3.81797698559588,318528,solutions/4cores/case_094_multicore_res.json,6ceb4bb28cb800ba4d3477e17957ce1304e442d9cf6cee81d11f30427ef008e2,new_full_search_and_replay
case_094,5,component_lpt,21804,94892,4.3520454962392225,424800,solutions/5cores/case_094_multicore_res.json,6cdb896123a2f465ef2c922e033a37aeef2b717db483e1b3a1e6c4f7c6ecefbd,delivered_method_reconstruction_and_replay
case_095,1,official_singlecore,2084853,2084853,1.0,0,solutions/1cores/case_095_multicore_res.json,ced999421ac154875d392b1953369f09dbeb2c2f92fa816820d4f797e1dd3884,new_full_search_and_replay
case_095,2,component_round_robin,1042890,2084853,1.9991111238960964,0,solutions/2cores/case_095_multicore_res.json,c28ab619a0b429cd5cd6e9ef708c685ea6dc46b4cd3b903d77a3ec0c1e95f97e,new_full_search_and_replay
case_095,3,component_round_robin,695775,2084853,2.9964471273040854,0,solutions/3cores/case_095_multicore_res.json,89d73ffbafbb3166aaa3c92701440c31dc3f2012ece2011ea17b41ebfd1868b2,new_full_search_and_replay
case_095,4,component_round_robin,524422,2084853,3.9755254356224565,0,solutions/4cores/case_095_multicore_res.json,0e1d17c8be9b5190ca59655fedf4b36a25d1d878fed622a5f176be8e9d2e6395,new_full_search_and_replay
case_095,5,component_round_robin,420852,2084853,4.953886401870491,0,solutions/5cores/case_095_multicore_res.json,4fcbe8666d713465b0cd2f4d17706d108c650e118579c833e57aa4ffaa04885d,delivered_method_reconstruction_and_replay
case_096,1,official_singlecore,84194,84194,1.0,0,solutions/1cores/case_096_multicore_res.json,27a0553484623870c985b92430303b88ee9fbedac73dd55d6f763ace1bd395d2,new_full_search_and_replay
case_096,2,component_lpt,43973,84194,1.914674914151866,67392,solutions/2cores/case_096_multicore_res.json,94ede322cecfa3880807630559e3fa83c862641577dfdb55cf11dfde8b18983d,new_full_search_and_replay
case_096,3,component_lpt,30318,84194,2.777030147107329,79488,solutions/3cores/case_096_multicore_res.json,ac8098fab3d528bf24b0e47a87a67c1bd06c646b0661976184937fd1a4b3ecfa,new_full_search_and_replay
case_096,4,component_pipe_lpt,26935,84194,3.1258214219417115,661824,solutions/4cores/case_096_multicore_res.json,267af795a7d5cf05ca6eca19ce2e8dd0bcf3c11717ad6776eadbe76cdb0ba400,new_full_search_and_replay
case_096,5,bundle_pack,25293,84194,3.3287470841734867,834128,solutions/5cores/case_096_multicore_res.json,33ba5717eff157c05ecad18ae68767afae112a4fa0def790a60b7b9b071248e0,delivered_method_reconstruction_and_replay
case_097,1,official_singlecore,11491509,11491509,1.0,10584064,solutions/1cores/case_097_multicore_res.json,6870d240f6c009c4debc04d95df8c193bb5e950a2d1e9474b8c1f5a83df04df0,new_full_search_and_replay
case_097,2,component_batches_512,5161740,11491509,2.2262859035906497,14483456,solutions/2cores/case_097_multicore_res.json,5122e8f6d30826fc25e7c69ea7a52cfac865a740be2779a1139b4d56e929154f,new_full_search_and_replay
case_097,3,scene_a_peft,3503294,11491509,3.28020114783401,32325632,solutions/3cores/case_097_multicore_res.json,2537566c2460611e7b26d5fbe1c49c431c38b31b50ac405a60b668439a0108de,new_full_search_and_replay
case_097,4,component_batches,2591900,11491509,4.433623596589374,19595264,solutions/4cores/case_097_multicore_res.json,cfb9513d4adbcc79dace9fe2844847c072ed6338cee7296e7c24569f92582cc3,new_full_search_and_replay
case_097,5,ls_kios_adaptive_batch_t2,2098594,11491509,5.475813330258259,23748608,solutions/5cores/case_097_multicore_res.json,8852b30e97c9cde237a6ab15c9d904821a1f27c4b29b82c066a0dc961aea6eba,delivered_method_reconstruction_and_replay
case_098,1,official_singlecore,177430,177430,1.0,0,solutions/1cores/case_098_multicore_res.json,21cae230b73bb9036a1b412890435d228f774fbd547c4a6db88a6204dec5c54d,new_full_search_and_replay
case_098,2,component_batches,89551,177430,1.9813290750522048,0,solutions/2cores/case_098_multicore_res.json,21374662d7423171f4de082104bbfd6e9571fe73f86e6989628dd8f931ce4b81,new_full_search_and_replay
case_098,3,bundle_pack,67989,177430,2.6096868611098856,639244,solutions/3cores/case_098_multicore_res.json,2d7b14cbb5a039849acb062a64034f417b09e289603a6765e5836ec6268e4541,new_full_search_and_replay
case_098,4,bundle_pack,56587,177430,3.1355258274868785,639250,solutions/4cores/case_098_multicore_res.json,2d24bcdf2c9611b905cf3e3fa2c751b1cc419a3cb53eb87245837a376547eeac,new_full_search_and_replay
case_098,5,bundle_pack,45965,177430,3.860110953986729,639256,solutions/5cores/case_098_multicore_res.json,6a194d8eeb7c801cc4f460fd4e1ef4e4510720ef883a7b6b103b85f1f95e6540,delivered_method_reconstruction_and_replay
case_099,1,official_singlecore,1622999,1622999,1.0,5484544,solutions/1cores/case_099_multicore_res.json,b828830aa8d610f075c3adba7874285e31ec9e7fbc1cbbd5cc77d56d668477cc,new_full_search_and_replay
case_099,2,component_batches_512,801684,1622999,2.024487204434665,7667712,solutions/2cores/case_099_multicore_res.json,fc9902121bb03d6f73437359d384b41691b700eee93b81d4867d65837dfc84f8,new_full_search_and_replay
case_099,3,component_batches,538060,1622999,3.01639036538676,12619776,solutions/3cores/case_099_multicore_res.json,10e097ea251c93509c79211e58182a5ceb1b2936f21e960a7db8d05762a7c910,new_full_search_and_replay
case_099,4,component_batches,404617,1622999,4.0111982442655645,12521472,solutions/4cores/case_099_multicore_res.json,767b2306f098f929ca0a54ff898927f990b596018dc5c0149fabb92c459347c1,new_full_search_and_replay
case_099,5,ls_component_batches_512,330979,1622999,4.903631348212424,11436032,solutions/5cores/case_099_multicore_res.json,241aef84a53faf4ef58b7dbf5a56f61ec51c98d049af2f3e06f1e04e731a9a4f,delivered_method_reconstruction_and_replay
case_100,1,official_singlecore,151223,151223,1.0,0,solutions/1cores/case_100_multicore_res.json,f3ec5d77b463d7f83f226af99c6343b3021c804cf3d2b88142c661d52e4f7da9,new_full_search_and_replay
case_100,2,component_lpt,80622,151223,1.8757039021607005,16896,solutions/2cores/case_100_multicore_res.json,b2aa23a13104138d5a987affc5d07643aec7bfd4328b45ee96bd8de04661704d,new_full_search_and_replay
case_100,3,component_pipe_lpt,57624,151223,2.6243058447868943,534528,solutions/3cores/case_100_multicore_res.json,7a94b565d458f50a06d270fd75e0a64d9b31e3b682707269db02ae71939bb8a3,new_full_search_and_replay
case_100,4,bundle_pack,50412,151223,2.999742124890899,1452352,solutions/4cores/case_100_multicore_res.json,bb0cf161c358bdec8b68cd1d4232b33ce914e614e0303cf14ee64f9a01d5e447,new_full_search_and_replay
case_100,5,bundle_pack,43301,151223,3.4923673818156624,1452360,solutions/5cores/case_100_multicore_res.json,3004dd6526cab3ffae5ad9f28df0950e02a3e25fb5e1e0ece7c484ea0c7d4a46,delivered_method_reconstruction_and_replay
