case,cores,config,makespan,added_copy_bytes,single_makespan,speedup,source,evaluation_sha256
case_070,5,routes_gate_reuse,25374,449024,117300,4.622842279498699,图表/runs/20260924-A-q1-event-ranking-full100/case_070_5cores_seed0_routes_gate_reuse,4e18e42467b694aced36a5950c58325a4e1b1ced9490a7bac18230fb89acdcf3
case_071,1,fixed_single,18919,0,18919,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_071,4bfd5b98eaa48fe1d4b3c03c51b9cd3726126c6bff442374a55de32d006fcd00
case_071,2,routes_gate_reuse,18901,93316,18919,1.0009523305645205,图表/runs/20260924-A-q1-event-ranking-full100/case_071_2cores_seed0_routes_gate_reuse,6200297a11101ddf145ddc103b26545751c2d11a3c0a520883460a0d92b89cc6
case_071,3,routes_gate_reuse,18757,57220,18919,1.0086367756037746,图表/runs/20260924-A-q1-event-ranking-full100/case_071_3cores_seed0_routes_gate_reuse,c3b45eabf4689ce2dcd51a4bcbe4a65290dce5df39d3ee5714e89dc729c210bb
case_071,4,routes_gate_reuse,18449,155940,18919,1.0254756355358015,图表/runs/20260924-A-q1-event-ranking-full100/case_071_4cores_seed0_routes_gate_reuse,09c087200e0b6a9822c03d36c5ec1db19b2e2bee7312a9beb568902ac14711a6
case_071,5,routes_gate_reuse,18757,57220,18919,1.0086367756037746,图表/runs/20260924-A-q1-event-ranking-full100/case_071_5cores_seed0_routes_gate_reuse,d87a5a93ab1a5d104ab669a1298297e6bef05ee1b9242f6f570bc3abf48e4e26
case_072,1,fixed_single,23897828,108613680,23897828,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_072,bcacfdde52076d1ba059eb145a5d3d7de0f6e03cb5db06ac3ffb66416de8d3d0
case_072,2,routes_gate_reuse,11841342,110234400,23897828,2.01816888660086,图表/runs/20260924-A-q1-event-ranking-full100/case_072_2cores_seed0_routes_gate_reuse,18616705107f73517da0c7e607a797670f65a8dd31c6ce39209e8497705efa54
case_072,3,routes_gate_reuse,7929522,115280672,23897828,3.013779140785535,图表/runs/20260924-A-q1-event-ranking-full100/case_072_3cores_seed0_routes_gate_reuse,7d44954022f27b46831a41ea3b6fc3de254322bd210bacadcee553828daed93e
case_072,4,routes_gate_reuse,5990048,120472240,23897828,3.989588731175443,图表/runs/20260924-A-q1-event-ranking-full100/case_072_4cores_seed0_routes_gate_reuse,16ca61552f8b4d4f31930fed12df111bd08f673068ce08ab5d4dce8d2b935d8e
case_072,5,routes_gate_reuse,4830220,127451824,23897828,4.9475651212574165,图表/runs/20260924-A-q1-event-ranking-full100/case_072_5cores_seed0_routes_gate_reuse,3c4639e77de4b2c8cece9c1b0778dd218f210add7af51e23e23fa44bc4254bab
case_073,1,fixed_single,10081626,141570432,10081626,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_073,17e2af10e916d7aaa66ce344a2d69c5f5e975401f1109f4137c6de20a665be18
case_073,2,routes_gate_reuse,5168597,124388224,10081626,1.9505536995823045,图表/runs/20260924-A-q1-event-ranking-full100/case_073_2cores_seed0_routes_gate_reuse,d2de25b4967e34e19c8d6f18b89dacb4f00cdc29617d3c102b1e836f6b53e38e
case_073,3,routes_gate_reuse,3836078,131784832,10081626,2.6281076662153375,图表/runs/20260924-A-q1-event-ranking-full100/case_073_3cores_seed0_routes_gate_reuse,6120d15b1bb36d4bd53bd6cf1efa340e6f032ccab36e6140a941a4892a813210
case_073,4,routes_gate_reuse,3249411,131636352,10081626,3.1026010560067654,图表/runs/20260924-A-q1-event-ranking-full100/case_073_4cores_seed0_routes_gate_reuse,a0f3ecaaa24d11310324933292ef609f2884422a4e4ed625d29b217fe66d008a
case_073,5,routes_gate_reuse,3017992,124387200,10081626,3.340507860855827,图表/runs/20260924-A-q1-event-ranking-full100/case_073_5cores_seed0_routes_gate_reuse,aee348cd3c616c0f1f740298cf43ebdce245a8f46bc8596d7c51b43756a03165
case_074,1,fixed_single,1682239,6070280,1682239,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_074,f4c6f70d93d8684840dbccef7041f6c7661484821d0c62ce487aaf110a99ed81
case_074,2,routes_gate_reuse,831774,6869040,1682239,2.022471248199631,图表/runs/20260924-A-q1-event-ranking-full100/case_074_2cores_seed0_routes_gate_reuse,5b97470c6d8bfc392c6201425f06b567b6459290a63e409c94aacf0ab5b1727c
case_074,3,routes_gate_reuse,551928,7438392,1682239,3.0479319766346333,图表/runs/20260924-A-q1-event-ranking-full100/case_074_3cores_seed0_routes_gate_reuse,07615a79672e123bbcbbc054f713eafad425d2e52ef225b25dcbaba0158387a6
case_074,4,routes_gate_reuse,414717,8323084,1682239,4.056354092067603,图表/runs/20260924-A-q1-event-ranking-full100/case_074_4cores_seed0_routes_gate_reuse,87f07316dbbb760ce1204b6efe02cc7b1d317b7fe7df66e15e948daf451e7444
case_074,5,routes_gate_reuse,335011,8036364,1682239,5.021444071985696,图表/runs/20260924-A-q1-event-ranking-full100/case_074_5cores_seed0_routes_gate_reuse,dfca0422416fcc9d943e9c8fac856dfc8ccd5391afef31f551a4659d3db1b7a0
case_075,1,fixed_single,1441809,0,1441809,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_075,3987c2eb73dca8ff599dc62483478549100cbdc9e8d7fdb824c01044c1a3c054
case_075,2,routes_gate_reuse,1008737,12444746,1441809,1.429321022228787,图表/runs/20260924-A-q1-event-ranking-full100/case_075_2cores_seed0_routes_gate_reuse,427474c22940f12f17958df434aedeb578de1c53a9a3052ac7c62ff9173cd0f9
case_075,3,routes_gate_reuse,778382,12461130,1441809,1.8523154440878644,图表/runs/20260924-A-q1-event-ranking-full100/case_075_3cores_seed0_routes_gate_reuse,eadef0416054cf617a389e75772be4be51541a17940a67238c8321dda325a359
case_075,4,routes_gate_reuse,698816,12461130,1441809,2.0632169269163843,图表/runs/20260924-A-q1-event-ranking-full100/case_075_4cores_seed0_routes_gate_reuse,2055e56de33f93406b68ece7906511cd91007c5b5c591c5efba3f34c1de5985c
case_075,5,routes_gate_reuse,709725,12444746,1441809,2.0315037514530276,图表/runs/20260924-A-q1-event-ranking-full100/case_075_5cores_seed0_routes_gate_reuse,c0ceb3df52aabcec03567e0c35b6c594a4eea7e8285a554d778772b92628c25b
case_076,1,fixed_single,6185113,28280832,6185113,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_076,d311401892c5a5615c493137cd47bebffcf5a9f8b423ebc25f36c2cb4c3a9f63
case_076,2,routes_gate_reuse,3065214,31095808,6185113,2.017840516192344,图表/runs/20260924-A-q1-event-ranking-full100/case_076_2cores_seed0_routes_gate_reuse,b63c82de90bed397b0506cc64c26f01d38ece04c80aa8f237e881d69efe1e738
case_076,3,routes_gate_reuse,2050028,34332672,6185113,3.017087083688613,图表/runs/20260924-A-q1-event-ranking-full100/case_076_3cores_seed0_routes_gate_reuse,08a9f6d08d7d40fc2377bc0be30d8c6e7f57b5f110d8bf49a685c57c045bfa26
case_076,4,routes_gate_reuse,1540201,37442560,6185113,4.015783004945458,图表/runs/20260924-A-q1-event-ranking-full100/case_076_4cores_seed0_routes_gate_reuse,45f25ce96f3baceba4efa18e25fee7d6c62678729e12c0e53ecaeb982481b9ce
case_076,5,routes_gate_reuse,1236760,38841548,6185113,5.001061644943238,图表/runs/20260924-A-q1-event-ranking-full100/case_076_5cores_seed0_routes_gate_reuse,dac2d5365b3de4c55076bd72feeeb0f270baf65f32f0024818fb46197bc862e2
case_077,1,fixed_single,495320,0,495320,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_077,837cb0e2cf06f9873a35453f2b84b583475486f28dc82025e08f7d0be68ffe06
case_077,2,routes_gate_reuse,248734,57344,495320,1.9913642686564763,图表/runs/20260924-A-q1-event-ranking-full100/case_077_2cores_seed0_routes_gate_reuse,25a6fdafe17b5729d1acf0a86ba39b4195ccda9a920e17f4ddedcfb280d6f723
case_077,3,routes_gate_reuse,168976,114688,495320,2.9313038538017233,图表/runs/20260924-A-q1-event-ranking-full100/case_077_3cores_seed0_routes_gate_reuse,2d2ed7feaaaf9df450c8dc99f6a51166854c46ae323742b1540affe070ebbbbc
case_077,4,routes_gate_reuse,127832,114688,495320,3.8747731397459164,图表/runs/20260924-A-q1-event-ranking-full100/case_077_4cores_seed0_routes_gate_reuse,b8f881fcf6ce5191a60f504aa788cb1418a9363510be93d1e6c221e39977c6f4
case_077,5,routes_gate_reuse,115141,225046,495320,4.301855985270234,图表/runs/20260924-A-q1-event-ranking-full100/case_077_5cores_seed0_routes_gate_reuse,1ce1fbe7231420933d69ab929ed48aced1a2d34b75e22acb5d35752201a7dd30
case_078,1,fixed_single,2296143,12644568,2296143,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_078,e0fb182d2999267bdc3a46eefd4d74c9d9f3fbbc6aab4df5f84d3f8e16d73c77
case_078,2,routes_gate_reuse,1179848,11466240,2296143,1.946134586828134,图表/runs/20260924-A-q1-event-ranking-full100/case_078_2cores_seed0_routes_gate_reuse,71e16104b43a3c112df8d57897f08fa3bae2a97d6eed76b35ddbce684d9fbdcd
case_078,3,routes_gate_reuse,840459,12294144,2296143,2.732010722712232,图表/runs/20260924-A-q1-event-ranking-full100/case_078_3cores_seed0_routes_gate_reuse,41de8da00a6e78d36781c7d1af95d5082aa4c82d46650e568ecb1292cac0148e
case_078,4,routes_gate_reuse,621588,14093136,2296143,3.693995057819649,图表/runs/20260924-A-q1-event-ranking-full100/case_078_4cores_seed0_routes_gate_reuse,b4a10c48ef9077ae1dde7b33aeec8876e0c6320ae334f3e2bb9580607636d63c
case_078,5,routes_gate_reuse,635493,14093136,2296143,3.613168044337231,图表/runs/20260924-A-q1-event-ranking-full100/case_078_5cores_seed0_routes_gate_reuse,b9d766a605ed5f971c5f3eb2e362fe8a6c75c94dd9ba68ddcc85dbad1139ca01
case_079,1,fixed_single,31052251,32448512,31052251,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_079,af7fbcbf85b3a73292a91204bf7169b6989990851bd538ecb0b9a9534e4e7c97
case_079,2,routes_gate_reuse,14956594,242368512,31052251,2.0761579140277524,图表/runs/20260924-A-q1-event-ranking-full100/case_079_2cores_seed0_routes_gate_reuse,6556713c6e3483543d5adb6a2848984fd0f27c18c20c7bbba4490a015429f6f2
case_079,3,routes_gate_reuse,10106197,40280064,31052251,3.072595062217766,图表/runs/20260924-A-q1-event-ranking-full100/case_079_3cores_seed0_routes_gate_reuse,1c8b74103b0aec55e2f611084c6512300d57f9130916e1affa4e1ae0135a909b
case_079,4,routes_gate_reuse,7609995,31555584,31052251,4.080456163243208,图表/runs/20260924-A-q1-event-ranking-full100/case_079_4cores_seed0_routes_gate_reuse,61f49901fa39ba1390e9dfc8493b7fd53d7fcf0ddaf1c9aee1b2964198b1d16a
case_079,5,routes_gate_reuse,6022007,50976768,31052251,5.15646212300982,图表/runs/20260924-A-q1-event-ranking-full100/case_079_5cores_seed0_routes_gate_reuse,981ddf04aca8c878e928e363da7b864dde2302353c51069733b083c955eaaa90
case_080,1,fixed_single,292138,548864,292138,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_080,8cb352a2d50f2c82b2bffad9b6cf5055ffe238e26e574cce083722f318495964
case_080,2,routes_gate_reuse,145757,2707456,292138,2.0042810979918633,图表/runs/20260924-A-q1-event-ranking-full100/case_080_2cores_seed0_routes_gate_reuse,c0d61a3fb749225214555b281a2586c0190e98ecb3a99c83882b943adb0ba97b
case_080,3,routes_gate_reuse,100325,3047424,292138,2.9119162721156244,图表/runs/20260924-A-q1-event-ranking-full100/case_080_3cores_seed0_routes_gate_reuse,28ca3b1fd52c00578712b60fed1ed35903299937ca91087586fdd7afa6b2a96f
case_080,4,routes_gate_reuse,111314,4190208,292138,2.6244497547478303,图表/runs/20260924-A-q1-event-ranking-full100/case_080_4cores_seed0_routes_gate_reuse,28cd1ecb0e48500e650608d50cf42e9e9ce3de3c3ca386ec42c3cdebf0ff92ed
case_080,5,routes_gate_reuse,113455,4571136,292138,2.574923978669957,图表/runs/20260924-A-q1-event-ranking-full100/case_080_5cores_seed0_routes_gate_reuse,63b6ed2581a677054ec5daa40d4fef7ab3d01fc70314c39cf838297db1188c4a
case_081,1,fixed_single,151795,0,151795,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_081,8793b9cf39e59f2acdabd4ea54231bccb664e7959ab834cc39618b51e5b40d45
case_081,2,routes_gate_reuse,76860,0,151795,1.9749544626593807,图表/runs/20260924-A-q1-event-ranking-full100/case_081_2cores_seed0_routes_gate_reuse,96fe0af2d457ba57afdf66c0445d0df60635c59feca7ab2ee8277d170cf37e60
case_081,3,routes_gate_reuse,51943,0,151795,2.9223379473653814,图表/runs/20260924-A-q1-event-ranking-full100/case_081_3cores_seed0_routes_gate_reuse,29d5e33692bfedcadacd040ff8edec2b0642ea465cb8a3010a800f94f79c756f
case_081,4,routes_gate_reuse,39588,0,151795,3.834369000707285,图表/runs/20260924-A-q1-event-ranking-full100/case_081_4cores_seed0_routes_gate_reuse,7bf8af6ccf672132b31bbb4fae215a619461dc6b3acc8670d2b17af7ca8da0ea
case_081,5,routes_gate_reuse,30943,0,151795,4.905632937982743,图表/runs/20260924-A-q1-event-ranking-full100/case_081_5cores_seed0_routes_gate_reuse,8bb543614ec2d48c0cf99171143fcb4b00e24e8effd4e6db08309cd56f986977
case_082,1,fixed_single,721041,0,721041,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_082,ceb8ab2b8fd9c48371b159fcf7e0923abbad901c14495955b5c27f16c5deda97
case_082,2,routes_gate_reuse,497483,5740350,721041,1.4493781697063015,图表/runs/20260924-A-q1-event-ranking-full100/case_082_2cores_seed0_routes_gate_reuse,02477cab02af0aac779ccb572e498d3fbc7f34fa85a9c71af959da3599bd8f7b
case_082,3,routes_gate_reuse,378014,7216752,721041,1.9074452268963584,图表/runs/20260924-A-q1-event-ranking-full100/case_082_3cores_seed0_routes_gate_reuse,2af52827f42850dfec9dc897c69a2ea81400aa99c802dc52f8ac7ff3f07315a4
case_082,4,routes_gate_reuse,328283,5723710,721041,2.196400666498113,图表/runs/20260924-A-q1-event-ranking-full100/case_082_4cores_seed0_routes_gate_reuse,91c475d9433ea9ae8312fd49d0c8fac377c5000ba974df19b8d356f2031fbc7b
case_082,5,routes_gate_reuse,312290,5703230,721041,2.3088827692209164,图表/runs/20260924-A-q1-event-ranking-full100/case_082_5cores_seed0_routes_gate_reuse,bae1d646bbf3738df92d8307a9c7ffa0744a480ce22600fb22270580291a8178
case_083,1,fixed_single,1057993,13934688,1057993,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_083,5aaa6d0bd17d8a62f81a1d3936d07965097806a70933ef55a0f4ae8aac13eb5c
case_083,2,routes_gate_reuse,543456,25772480,1057993,1.9467868603898015,图表/runs/20260924-A-q1-event-ranking-full100/case_083_2cores_seed0_routes_gate_reuse,c7c976994daf1bdd484a6b7f96653e3e1d373509a4a6f26eb1d12ec4703d9924
case_083,3,routes_gate_reuse,436908,19450976,1057993,2.421546412517052,图表/runs/20260924-A-q1-event-ranking-full100/case_083_3cores_seed0_routes_gate_reuse,73868c92ee2096d951fa928cca82b29e9d565c67ca56901e5f8f6b767c8633c1
case_083,4,routes_gate_reuse,417384,19407232,1057993,2.534819255170299,图表/runs/20260924-A-q1-event-ranking-full100/case_083_4cores_seed0_routes_gate_reuse,af989c990c8d58173379808b5419cdf912615ccef42f348cd26a874e6f3a4931
case_083,5,routes_gate_reuse,391729,19753696,1057993,2.700828889359736,图表/runs/20260924-A-q1-event-ranking-full100/case_083_5cores_seed0_routes_gate_reuse,90da7dca9ef80359445ae5e38729df63483a49b9fcdfd8a87dc66a50dfcef0c0
case_084,1,fixed_single,2507412,0,2507412,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_084,fc78a1e272ae5424792f87444054ab95731418e5190af6cceb87fe4b1afa70f8
case_084,2,routes_gate_reuse,1254320,27648,2507412,1.9990209834810893,图表/runs/20260924-A-q1-event-ranking-full100/case_084_2cores_seed0_routes_gate_reuse,a12833ed843c9fc207212e51956f1a9bb5edf46ee32390992ede13d975a34d2b
case_084,3,routes_gate_reuse,836116,18432,2507412,2.9988805381071524,图表/runs/20260924-A-q1-event-ranking-full100/case_084_3cores_seed0_routes_gate_reuse,3b678aa43e056783ab3bc8251bb6a44a492879ddfe1e49a3bd41be0146221abd
case_084,4,routes_gate_reuse,629028,0,2507412,3.986169137144928,图表/runs/20260924-A-q1-event-ranking-full100/case_084_4cores_seed0_routes_gate_reuse,5e25d474893ed2363c27edde506c227aab24f67f6c07a4d5ed7df6cfb5678d13
case_084,5,routes_gate_reuse,503472,0,2507412,4.98024120507198,图表/runs/20260924-A-q1-event-ranking-full100/case_084_5cores_seed0_routes_gate_reuse,19b576fb55bb5ce7fc979e7cdab401e70cc872b864fd9bc2ddb91bd83f3b58f5
case_085,1,fixed_single,3187899,0,3187899,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_085,728d06e661d90e0b804f43caeee141dd7e06c33d01fc21f4acd3d1231c8deec7
case_085,2,routes_gate_reuse,2334501,34301210,3187899,1.3655590637999298,图表/runs/20260924-A-q1-event-ranking-full100/case_085_2cores_seed0_routes_gate_reuse,e54ebc245b529b46cdb6338fa68d72154d2aa0a5f8538cf642f48084ebe469a5
case_085,3,routes_gate_reuse,1626396,34301210,3187899,1.960100123217224,图表/runs/20260924-A-q1-event-ranking-full100/case_085_3cores_seed0_routes_gate_reuse,a464352c0ef7457f5a0e7ff93360f4fcfec5e1279bed92353dd5575a685d3785
case_085,4,routes_gate_reuse,1324330,34301210,3187899,2.407178724336079,图表/runs/20260924-A-q1-event-ranking-full100/case_085_4cores_seed0_routes_gate_reuse,bb122eeff4569021aa2fe00a1ff5b9edc4b9fe1bb404eb0e359c90bc020b888e
case_085,5,routes_gate_reuse,1169044,34301210,3187899,2.72692815668187,图表/runs/20260924-A-q1-event-ranking-full100/case_085_5cores_seed0_routes_gate_reuse,5af37f143b7a85999c923f0fb5c4a584aeb274ab5d290b8231ca429713547c1f
case_086,1,fixed_single,118403,0,118403,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_086,5e0ddb2cddde515bd131cd09fa689b92a9c3c7467fe2ec664ff5d21fcbde926c
case_086,2,routes_gate_reuse,102016,2674522,118403,1.1606316656210791,图表/runs/20260924-A-q1-event-ranking-full100/case_086_2cores_seed0_routes_gate_reuse,1d93b0080c4dd4362dd18fd65f6b2460f7cb4b0b9602454937d0b316e48452e8
case_086,3,routes_gate_reuse,97297,3334272,118403,1.2169234405994018,图表/runs/20260924-A-q1-event-ranking-full100/case_086_3cores_seed0_routes_gate_reuse,4ba9b36523b96ff9e2ccc0ed26f7f405e1eaa6a006c2c54c0bfbfe9cc0dbe4bf
case_086,4,routes_gate_reuse,98592,3359618,118403,1.2009392242778318,图表/runs/20260924-A-q1-event-ranking-full100/case_086_4cores_seed0_routes_gate_reuse,1464e5c62c19395816d1ee3f63c7e3158eea17182e21a7d75132b98d9e6dbbce
case_086,5,routes_gate_reuse,99507,3359618,118403,1.1898961882078647,图表/runs/20260924-A-q1-event-ranking-full100/case_086_5cores_seed0_routes_gate_reuse,59df2daa76e73f8615ec633143f983355924ebc5da9fa579d577e2ca58ad2db3
case_087,1,fixed_single,3974071,7902720,3974071,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_087,da6a370449df2fcb046ed9854b46447919621dc2594abdf0ad49bf1808910842
case_087,2,routes_gate_reuse,1987606,10142208,3974071,1.999425942566082,图表/runs/20260924-A-q1-event-ranking-full100/case_087_2cores_seed0_routes_gate_reuse,23882e91bed77af92e0c5d39885a049f2db5b097ec26e0240cacb196b7e9e689
case_087,3,routes_gate_reuse,1374901,11036160,3974071,2.890441566338231,图表/runs/20260924-A-q1-event-ranking-full100/case_087_3cores_seed0_routes_gate_reuse,38e29b408a2053b2f067b1c43d4960915879d0e4f4add69fe78034ed34a5a811
case_087,4,routes_gate_reuse,1046846,12607488,3974071,3.796232683699417,图表/runs/20260924-A-q1-event-ranking-full100/case_087_4cores_seed0_routes_gate_reuse,41df5110b9b33dbee472b5d5c9a093d84cfe8330bad7c5b4085d134eba5e183c
case_087,5,routes_gate_reuse,833349,12487680,3974071,4.768795546643723,图表/runs/20260924-A-q1-event-ranking-full100/case_087_5cores_seed0_routes_gate_reuse,aaf83a0147d437daa05876e7b790cbc3eccc86142ce168e8bdd3167e1683f9b5
case_088,1,fixed_single,243623,0,243623,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_088,20bd998574e99791d827bd69c1b89cb2a904be65cec41e3022f40617914b5b3e
case_088,2,routes_gate_reuse,163881,2935364,243623,1.4865847779791435,图表/runs/20260924-A-q1-event-ranking-full100/case_088_2cores_seed0_routes_gate_reuse,4d5be86c6e9707042e95607ab010ffc99f73e78541df9b3d0875d895405016a3
case_088,3,routes_gate_reuse,153688,2932484,243623,1.585179064077872,图表/runs/20260924-A-q1-event-ranking-full100/case_088_3cores_seed0_routes_gate_reuse,802914de42c765394cb73becfb8a8e2413455dbfbf0c79bfef6a06dc6b504682
case_088,4,routes_gate_reuse,153194,2957060,243623,1.5902907424572763,图表/runs/20260924-A-q1-event-ranking-full100/case_088_4cores_seed0_routes_gate_reuse,86725e20e63202867941fac032984e4f20afb5c3a658184695c56ffee3364db3
case_088,5,routes_gate_reuse,151301,2932484,243623,1.6101876392092584,图表/runs/20260924-A-q1-event-ranking-full100/case_088_5cores_seed0_routes_gate_reuse,b6183c19172f1573642bf91627a614b2d00eab8fb253fa8a00268dec64a749b6
case_089,1,fixed_single,693092,0,693092,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_089,32c7b38806f78728e652796c57732d9196b4fe7839e2e34ddd2ff5d96e3d6255
case_089,2,routes_gate_reuse,346832,238720,693092,1.998350786547954,图表/runs/20260924-A-q1-event-ranking-full100/case_089_2cores_seed0_routes_gate_reuse,7076a46237e7f53ee67cb9b9f4bb63a723dcd85edfbc3a140e38936e29bb1ed3
case_089,3,routes_gate_reuse,243614,477440,693092,2.8450417463692563,图表/runs/20260924-A-q1-event-ranking-full100/case_089_3cores_seed0_routes_gate_reuse,1956c897a904d00aee22c019588c8e2f9a690779292204a46b5b3dd86ef4052f
case_089,4,routes_gate_reuse,178160,716160,693092,3.8902784014369107,图表/runs/20260924-A-q1-event-ranking-full100/case_089_4cores_seed0_routes_gate_reuse,97da8322f752295bfeb4e9583400ed2a31b58fa805362196a1c3c969d3961e3c
case_089,5,routes_gate_reuse,147432,954880,693092,4.701096098540344,图表/runs/20260924-A-q1-event-ranking-full100/case_089_5cores_seed0_routes_gate_reuse,3796e964ff5e437d482d66c505cf09a7aed314f50daebeff84c18d6748a07ad3
case_090,1,fixed_single,1178363,21233592,1178363,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_090,be768433f69fc63ba61a18ac706f97003ba2f7c315de7704a601fd11a3bc391c
case_090,2,routes_gate_reuse,625263,18405960,1178363,1.884587765468291,图表/runs/20260924-A-q1-event-ranking-full100/case_090_2cores_seed0_routes_gate_reuse,3cb13a3a93e36a3136a185775ab2e1bf3c5b5b924c2870841b9ede855f0f15e5
case_090,3,routes_gate_reuse,550183,25354368,1178363,2.1417655580052455,图表/runs/20260924-A-q1-event-ranking-full100/case_090_3cores_seed0_routes_gate_reuse,a763901c40c8bcbe8241618f285c967487892976951707ac3be2f1ec9d6f440b
case_090,4,routes_gate_reuse,527825,19402440,1178363,2.232488040543741,图表/runs/20260924-A-q1-event-ranking-full100/case_090_4cores_seed0_routes_gate_reuse,6722bddb87a2203e7be485568ca1c71f274ffe8b3bd807c43f7889c3a13e2149
case_090,5,routes_gate_reuse,509204,19405512,1178363,2.3141275402392756,图表/runs/20260924-A-q1-event-ranking-full100/case_090_5cores_seed0_routes_gate_reuse,71333289ae92779fed08ac271ff692bfb0f33ac9833aff43384df72b5b47c7cf
case_091,1,fixed_single,9186769,53947008,9186769,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_091,f0a8fa2124ac0ff68ad2c3c6b81e817ee4ea5f9decba31f1ff7d99f93dfba973
case_091,2,routes_gate_reuse,4571759,57904096,9186769,2.0094604724352267,图表/runs/20260924-A-q1-event-ranking-full100/case_091_2cores_seed0_routes_gate_reuse,9086006478c90aa2b63ffe253f3e72e4b96e2132136026694947e3e406e9f7c1
case_091,3,routes_gate_reuse,3070918,60928832,9186769,2.991538360841937,图表/runs/20260924-A-q1-event-ranking-full100/case_091_3cores_seed0_routes_gate_reuse,db007a127c97c7790ecbcd45695b55a7e39058425a737a6bca13a3760e7be18a
case_091,4,routes_gate_reuse,2315897,69360288,9186769,3.9668296992482825,图表/runs/20260924-A-q1-event-ranking-full100/case_091_4cores_seed0_routes_gate_reuse,29c88574cbf411060618993a74065fc4170adb152179f65e450a9afe0e68b9a7
case_091,5,routes_gate_reuse,1880163,73234432,9186769,4.886155615231233,图表/runs/20260924-A-q1-event-ranking-full100/case_091_5cores_seed0_routes_gate_reuse,90baa43d4343f7fa65951f09814b7d92284a7199fc9c7dc0f8275192ac93cbae
case_092,1,fixed_single,4815554,66000096,4815554,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_092,d3e4b2f932e61e9fe8738bad522705abc4d8f847ff096a2c7b62fe576d7d45ef
case_092,2,routes_gate_reuse,2412929,113053056,4815554,1.9957296712833241,图表/runs/20260924-A-q1-event-ranking-full100/case_092_2cores_seed0_routes_gate_reuse,d3eaec5f437b0c73a1727311ad1812573e38401b3e7457c2dd7ebb1d3dedb653
case_092,3,routes_gate_reuse,2109464,112651936,4815554,2.2828329850616083,图表/runs/20260924-A-q1-event-ranking-full100/case_092_3cores_seed0_routes_gate_reuse,0aa7cbf2c64639bce04007b6ea22510f7bd9a3b339b4e7fea75ab46b3e74391c
case_092,4,routes_gate_reuse,2037129,113053056,4815554,2.3638925173614433,图表/runs/20260924-A-q1-event-ranking-full100/case_092_4cores_seed0_routes_gate_reuse,f08c76deb646f95c687f9ce2d2118ca58c845ebacc3d9417a7b42e5c9338e455
case_092,5,routes_gate_reuse,1661234,66980256,4815554,2.89878126741928,图表/runs/20260924-A-q1-event-ranking-full100/case_092_5cores_seed0_routes_gate_reuse,d1a298abd63d0b3823ad11bdbdeab8eaf4cacc4ff9e97cdad6ffc43f800205f0
case_093,1,fixed_single,74205,0,74205,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_093,ad2a34e38affc9e99fd18697ac450fa718decc9e92804e3ec01fda649c08417b
case_093,2,routes_gate_reuse,37827,8192,74205,1.9616940280751844,图表/runs/20260924-A-q1-event-ranking-full100/case_093_2cores_seed0_routes_gate_reuse,5990b984bb7ce65db2236af3f8fbe8f7b23a32e745990fe0edaa11ab9f971c5f
case_093,3,routes_gate_reuse,25103,16384,74205,2.956021192686133,图表/runs/20260924-A-q1-event-ranking-full100/case_093_3cores_seed0_routes_gate_reuse,1abf5c7b5f865e0541bae8ea7cd03f1a48c3545fc327d07b44e600d001262063
case_093,4,routes_gate_reuse,19779,24576,74205,3.751706355225239,图表/runs/20260924-A-q1-event-ranking-full100/case_093_4cores_seed0_routes_gate_reuse,33bc944c36e1286bc19204313418974287254abc271e0aea2961893b4b0a47d2
case_093,5,routes_gate_reuse,15876,32768,74205,4.674036281179139,图表/runs/20260924-A-q1-event-ranking-full100/case_093_5cores_seed0_routes_gate_reuse,ec584521f6e8be44d4e7a2a423fd3ba314584a475d1fb3ff9a359acec4d97dd2
case_094,1,fixed_single,94892,0,94892,1.0,图表/runs/20260924-A-q1-event-ranking-full100/single/case_094,280082f003820be0026cafe254a608578117a8e4c8ff65e503af5caa61b8b99c
