case,cores,seed,config,makespan,speedup,added_copy_bytes,solve_seconds,best_candidate,structural_evaluations,baseline_makespan,time_reduction_pct,baseline_added_bytes,structural_best,max_unique_structural,baseline_best_candidate,baseline_winner_evaluated,same_label_candidate_times
case_067,2,0,seed_depth,32203165,1.9822534213640182,262601984,38.13474219990894,local_reschedule,0,32203165,0.0,262601984,,4,local_reschedule,True,[32203165]
case_067,2,0,shared_region,32203165,1.9822534213640182,262601984,35.823710699914955,local_reschedule,0,32203165,0.0,262601984,,0,local_reschedule,True,[32203165]
case_067,3,0,seed_batches,21585693,2.957275172958311,247821184,40.80336100002751,grain_0.25,1,21585693,0.0,247821184,23874179,4,grain_0.25,True,[21585693]
case_067,3,0,seed_combined,21585693,2.957275172958311,247821184,40.8797043999657,grain_0.25,2,21585693,0.0,247821184,23568859,4,grain_0.25,True,[21585693]
case_067,3,0,seed_components,21585693,2.957275172958311,247821184,41.528315700008534,grain_0.25,1,21585693,0.0,247821184,23568859,4,grain_0.25,True,[21585693]
case_067,3,0,seed_depth,21585693,2.957275172958311,247821184,40.33551250002347,grain_0.25,0,21585693,0.0,247821184,,4,grain_0.25,True,[21585693]
case_067,3,0,shared_region,21585693,2.957275172958311,247821184,40.408266599988565,grain_0.25,0,21585693,0.0,247821184,,0,grain_0.25,True,[21585693]
case_067,4,0,seed_batches,16358776,3.902176666518326,262601984,43.63045429997146,directed_split,1,16358776,0.0,262601984,18724258,4,directed_split,True,"[16358776, 16571570]"
case_067,4,0,seed_combined,16358776,3.902176666518326,262601984,43.927402000059374,directed_split,2,16358776,0.0,262601984,18473155,4,directed_split,True,"[16358776, 16571570]"
case_067,4,0,seed_components,16358776,3.902176666518326,262601984,41.77941830002237,directed_split,1,16358776,0.0,262601984,18473155,4,directed_split,True,"[16358776, 16571570]"
case_067,4,0,seed_depth,16358776,3.902176666518326,262601984,43.552885800017975,directed_split,0,16358776,0.0,262601984,,4,directed_split,True,"[16358776, 16571570, 16403194]"
case_067,4,0,shared_region,16358776,3.902176666518326,262601984,41.30993510002736,directed_split,0,16358776,0.0,262601984,,0,directed_split,True,"[16358776, 16571570, 16403194]"
case_067,5,0,seed_batches,13455316,4.744209203262116,262606080,46.27708330005407,local_reschedule,1,13455316,0.0,262606080,16157217,4,local_reschedule,True,[13455316]
case_067,5,0,seed_combined,13455316,4.744209203262116,262606080,44.9756223000586,local_reschedule,2,13455316,0.0,262606080,15931687,4,local_reschedule,True,[13455316]
case_067,5,0,seed_components,13455316,4.744209203262116,262606080,45.038066899986006,local_reschedule,1,13455316,0.0,262606080,15931687,4,local_reschedule,True,[13455316]
case_067,5,0,seed_depth,13455316,4.744209203262116,262606080,46.00996709999163,local_reschedule,0,13455316,0.0,262606080,,4,local_reschedule,True,[13455316]
case_067,5,0,shared_region,13455316,4.744209203262116,262606080,44.352479699999094,local_reschedule,0,13455316,0.0,262606080,,0,local_reschedule,True,[13455316]
case_077,2,0,seed_batches,253271,1.9556917294123686,114688,11.221100999973714,structural_component_batches256,1,304715,16.882660847020986,4964904,253271,4,grain_0.5,True,[304715]
case_077,2,0,seed_combined,248734,1.9913642686564763,57344,12.274189100018702,structural_component_lpt,4,304715,18.371593128004857,4964904,248734,4,grain_0.5,True,[304715]
case_077,2,0,seed_components,248734,1.9913642686564763,57344,12.104884900036268,structural_component_lpt,3,304715,18.371593128004857,4964904,248734,4,grain_0.5,True,[304715]
case_077,2,0,seed_depth,304715,1.625518927522439,4964904,12.940774100017734,grain_0.5,0,304715,0.0,4964904,,4,grain_0.5,True,[304715]
case_077,2,0,shared_region,304715,1.625518927522439,4964904,12.720135499956086,grain_0.5,0,304715,0.0,4964904,,0,grain_0.5,True,[304715]
case_077,3,0,seed_batches,177445,2.791400152159824,270340,11.443485800060444,directed_split,1,215300,17.582443102647467,4973096,180239,4,directed_split,False,"[177445, 178833]"
case_077,3,0,seed_combined,168976,2.9313038538017233,114688,11.999839899945073,structural_component_lpt,4,215300,21.516024152345565,4973096,168976,4,directed_split,False,[170755]
case_077,3,0,seed_components,168976,2.9313038538017233,114688,11.826294499915093,structural_component_lpt,3,215300,21.516024152345565,4973096,168976,4,directed_split,False,[170755]
case_077,3,0,seed_depth,215300,2.3006038086391083,4973096,13.456030100001954,directed_split,0,215300,0.0,4973096,,4,directed_split,True,"[215300, 217826, 216946]"
case_077,3,0,shared_region,215300,2.3006038086391083,4973096,13.802728300099261,directed_split,0,215300,0.0,4973096,,0,directed_split,True,"[215300, 217826, 216946]"
case_077,4,0,seed_batches,133048,3.7228669352414165,339734,11.46090499998536,directed_split,1,176182,24.482637272820153,4964904,145268,4,grain_0.5,True,[176182]
